prompt,name_pair,location,task,prolog,referring_expression,referent_object,referent_natural
"Casey and Skyler are in the banquet hall. Casey is cooking. Skyler is next to clean plate, used plate, grater, dirty pan, dirty plate, rolling pin. Casey asks Skyler to hand them the plate.",Casey and Skyler,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, clean).
property(obj1, plate).
object(obj2).
property(obj2, used).
property(obj2, plate).
object(obj3).
property(obj3, grater).
object(obj4).
property(obj4, dirty).
property(obj4, pan).
object(obj5).
property(obj5, dirty).
property(obj5, plate).
object(obj6).
property(obj6, rolling).
property(obj6, pin).
referring_expression(the_plate).",the plate,object1,clean plate
"Morgan and Riley are in the dining room. Morgan is cooking. Riley is next to screwdriver, wrench, dirty bowl, clean bowl, hammer. Morgan asks Riley to hand them the bowl.",Morgan and Riley,dining room,cooking,"setting(dining_room).
task(cooking).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, screwdriver).
object(obj2).
property(obj2, wrench).
object(obj3).
property(obj3, dirty).
property(obj3, bowl).
object(obj4).
property(obj4, clean).
property(obj4, bowl).
object(obj5).
property(obj5, hammer).
referring_expression(the_bowl).",the bowl,object4,clean bowl
"Cameron and Charlie are in the garden. Cameron is cooking. Charlie is next to clean fork, throw pillow, magazine, dirty fork, remote control. Cameron asks Charlie to hand them the fork.",Cameron and Charlie,garden,cooking,"setting(garden).
task(cooking).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, clean).
property(obj1, fork).
object(obj2).
property(obj2, throw).
property(obj2, pillow).
object(obj3).
property(obj3, magazine).
object(obj4).
property(obj4, dirty).
property(obj4, fork).
object(obj5).
property(obj5, remote).
property(obj5, control).
referring_expression(the_fork).",the fork,object1,clean fork
"Cameron and Charlie are in the dining room. Cameron is cooking. Charlie is next to remote control, used bowl, throw pillow, clean bowl, magazine, dirty bowl. Cameron asks Charlie to hand them the bowl.",Cameron and Charlie,dining room,cooking,"setting(dining_room).
task(cooking).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, remote).
property(obj1, control).
object(obj2).
property(obj2, used).
property(obj2, bowl).
object(obj3).
property(obj3, throw).
property(obj3, pillow).
object(obj4).
property(obj4, clean).
property(obj4, bowl).
object(obj5).
property(obj5, magazine).
object(obj6).
property(obj6, dirty).
property(obj6, bowl).
referring_expression(the_bowl).",the bowl,object4,clean bowl
"Cameron and Charlie are in the kitchen. Cameron is cooking. Charlie is next to ladle, whisk, dirty cup, clean cup, spatula, used cup. Cameron asks Charlie to hand them the cup.",Cameron and Charlie,kitchen,cooking,"setting(kitchen).
task(cooking).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, ladle).
object(obj2).
property(obj2, whisk).
object(obj3).
property(obj3, dirty).
property(obj3, cup).
object(obj4).
property(obj4, clean).
property(obj4, cup).
object(obj5).
property(obj5, spatula).
object(obj6).
property(obj6, used).
property(obj6, cup).
referring_expression(the_cup).",the cup,object4,clean cup
"Cameron and Charlie are in the living room. Cameron is cooking. Charlie is next to used spoon, remote control, greasy spoon, clean spoon, dirty spoon, throw pillow, magazine. Cameron asks Charlie to hand them the spoon.",Cameron and Charlie,living room,cooking,"setting(living_room).
task(cooking).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, used).
property(obj1, spoon).
object(obj2).
property(obj2, remote).
property(obj2, control).
object(obj3).
property(obj3, greasy).
property(obj3, spoon).
object(obj4).
property(obj4, clean).
property(obj4, spoon).
object(obj5).
property(obj5, dirty).
property(obj5, spoon).
object(obj6).
property(obj6, throw).
property(obj6, pillow).
object(obj7).
property(obj7, magazine).
referring_expression(the_spoon).",the spoon,object4,clean spoon
"Cameron and Charlie are in the garden. Cameron is cooking. Charlie is next to dirty mug, sandpaper, clean mug, paintbrush, paint can. Cameron asks Charlie to hand them the mug.",Cameron and Charlie,garden,cooking,"setting(garden).
task(cooking).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, dirty).
property(obj1, mug).
object(obj2).
property(obj2, sandpaper).
object(obj3).
property(obj3, clean).
property(obj3, mug).
object(obj4).
property(obj4, paintbrush).
object(obj5).
property(obj5, paint).
property(obj5, can).
referring_expression(the_mug).",the mug,object3,clean mug
"Cameron and Charlie are in the dining room. Cameron is cooking. Charlie is next to dirty fork, bread, greasy fork, clean fork, banana, apple. Cameron asks Charlie to hand them the fork.",Cameron and Charlie,dining room,cooking,"setting(dining_room).
task(cooking).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, dirty).
property(obj1, fork).
object(obj2).
property(obj2, bread).
object(obj3).
property(obj3, greasy).
property(obj3, fork).
object(obj4).
property(obj4, clean).
property(obj4, fork).
object(obj5).
property(obj5, banana).
object(obj6).
property(obj6, apple).
referring_expression(the_fork).",the fork,object4,clean fork
"Jordan and Taylor are in the banquet hall. Jordan is cooking. Taylor is next to dirty fork, clean fork, used fork, spatula, whisk, ladle. Jordan asks Taylor to hand them the fork.",Jordan and Taylor,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, dirty).
property(obj1, fork).
object(obj2).
property(obj2, clean).
property(obj2, fork).
object(obj3).
property(obj3, used).
property(obj3, fork).
object(obj4).
property(obj4, spatula).
object(obj5).
property(obj5, whisk).
object(obj6).
property(obj6, ladle).
referring_expression(the_fork).",the fork,object2,clean fork
"Casey and Skyler are in the garden. Casey is cooking. Skyler is next to remote control, magazine, clean fork, dirty fork, used fork, throw pillow. Casey asks Skyler to hand them the fork.",Casey and Skyler,garden,cooking,"setting(garden).
task(cooking).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, remote).
property(obj1, control).
object(obj2).
property(obj2, magazine).
object(obj3).
property(obj3, clean).
property(obj3, fork).
object(obj4).
property(obj4, dirty).
property(obj4, fork).
object(obj5).
property(obj5, used).
property(obj5, fork).
object(obj6).
property(obj6, throw).
property(obj6, pillow).
referring_expression(the_fork).",the fork,object3,clean fork
"Alex and Bailey are in the restaurant. Alex is cooking. Bailey is next to snack bar, dirty bowl, used bowl, clean bowl, greasy bowl, water bottle, cookie. Alex asks Bailey to hand them the bowl.",Alex and Bailey,restaurant,cooking,"setting(restaurant).
task(cooking).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, snack).
property(obj1, bar).
object(obj2).
property(obj2, dirty).
property(obj2, bowl).
object(obj3).
property(obj3, used).
property(obj3, bowl).
object(obj4).
property(obj4, clean).
property(obj4, bowl).
object(obj5).
property(obj5, greasy).
property(obj5, bowl).
object(obj6).
property(obj6, water).
property(obj6, bottle).
object(obj7).
property(obj7, cookie).
referring_expression(the_bowl).",the bowl,object4,clean bowl
"Alex and Bailey are in the banquet hall. Alex is cooking. Bailey is next to clean cup, dirty cup, used cup, greasy cup, pen, calculator, notebook. Alex asks Bailey to hand them the cup.",Alex and Bailey,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, clean).
property(obj1, cup).
object(obj2).
property(obj2, dirty).
property(obj2, cup).
object(obj3).
property(obj3, used).
property(obj3, cup).
object(obj4).
property(obj4, greasy).
property(obj4, cup).
object(obj5).
property(obj5, pen).
object(obj6).
property(obj6, calculator).
object(obj7).
property(obj7, notebook).
referring_expression(the_cup).",the cup,object1,clean cup
"Casey and Skyler are in the kitchen. Casey is cooking. Skyler is next to spatula, ladle, dirty plate, clean plate, whisk. Casey asks Skyler to hand them the plate.",Casey and Skyler,kitchen,cooking,"setting(kitchen).
task(cooking).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, spatula).
object(obj2).
property(obj2, ladle).
object(obj3).
property(obj3, dirty).
property(obj3, plate).
object(obj4).
property(obj4, clean).
property(obj4, plate).
object(obj5).
property(obj5, whisk).
referring_expression(the_plate).",the plate,object4,clean plate
"Cameron and Charlie are in the banquet hall. Cameron is cooking. Charlie is next to greasy mug, clean mug, flashlight, bottle opener, dirty mug, pair of scissors. Cameron asks Charlie to hand them the mug.",Cameron and Charlie,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, greasy).
property(obj1, mug).
object(obj2).
property(obj2, clean).
property(obj2, mug).
object(obj3).
property(obj3, flashlight).
object(obj4).
property(obj4, bottle).
property(obj4, opener).
object(obj5).
property(obj5, dirty).
property(obj5, mug).
object(obj6).
property(obj6, pair).
property(obj6, of).
property(obj6, scissors).
referring_expression(the_mug).",the mug,object2,clean mug
"Jordan and Taylor are in the kitchen. Jordan is cooking. Taylor is next to throw pillow, remote control, dirty mug, clean mug, magazine. Jordan asks Taylor to hand them the mug.",Jordan and Taylor,kitchen,cooking,"setting(kitchen).
task(cooking).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, throw).
property(obj1, pillow).
object(obj2).
property(obj2, remote).
property(obj2, control).
object(obj3).
property(obj3, dirty).
property(obj3, mug).
object(obj4).
property(obj4, clean).
property(obj4, mug).
object(obj5).
property(obj5, magazine).
referring_expression(the_mug).",the mug,object4,clean mug
"Cameron and Charlie are in the banquet hall. Cameron is cooking. Charlie is next to throw pillow, magazine, clean fork, dirty fork, remote control, used fork. Cameron asks Charlie to hand them the fork.",Cameron and Charlie,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, throw).
property(obj1, pillow).
object(obj2).
property(obj2, magazine).
object(obj3).
property(obj3, clean).
property(obj3, fork).
object(obj4).
property(obj4, dirty).
property(obj4, fork).
object(obj5).
property(obj5, remote).
property(obj5, control).
object(obj6).
property(obj6, used).
property(obj6, fork).
referring_expression(the_fork).",the fork,object3,clean fork
"Cameron and Charlie are in the garden. Cameron is cooking. Charlie is next to clean spoon, book, used spoon, plant, dirty spoon, lamp. Cameron asks Charlie to hand them the spoon.",Cameron and Charlie,garden,cooking,"setting(garden).
task(cooking).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, clean).
property(obj1, spoon).
object(obj2).
property(obj2, book).
object(obj3).
property(obj3, used).
property(obj3, spoon).
object(obj4).
property(obj4, plant).
object(obj5).
property(obj5, dirty).
property(obj5, spoon).
object(obj6).
property(obj6, lamp).
referring_expression(the_spoon).",the spoon,object1,clean spoon
"Jordan and Taylor are in the restaurant. Jordan is cooking. Taylor is next to pair of scissors, clean spoon, flashlight, bottle opener, used spoon, dirty spoon. Jordan asks Taylor to hand them the spoon.",Jordan and Taylor,restaurant,cooking,"setting(restaurant).
task(cooking).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, pair).
property(obj1, of).
property(obj1, scissors).
object(obj2).
property(obj2, clean).
property(obj2, spoon).
object(obj3).
property(obj3, flashlight).
object(obj4).
property(obj4, bottle).
property(obj4, opener).
object(obj5).
property(obj5, used).
property(obj5, spoon).
object(obj6).
property(obj6, dirty).
property(obj6, spoon).
referring_expression(the_spoon).",the spoon,object2,clean spoon
"Alex and Bailey are in the garden. Alex is cooking. Bailey is next to grater, dirty pan, clean mug, dirty mug, rolling pin, used mug. Alex asks Bailey to hand them the mug.",Alex and Bailey,garden,cooking,"setting(garden).
task(cooking).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, grater).
object(obj2).
property(obj2, dirty).
property(obj2, pan).
object(obj3).
property(obj3, clean).
property(obj3, mug).
object(obj4).
property(obj4, dirty).
property(obj4, mug).
object(obj5).
property(obj5, rolling).
property(obj5, pin).
object(obj6).
property(obj6, used).
property(obj6, mug).
referring_expression(the_mug).",the mug,object3,clean mug
"Morgan and Riley are in the banquet hall. Morgan is cooking. Riley is next to dirty bowl, book, clean bowl, used bowl, plant, lamp. Morgan asks Riley to hand them the bowl.",Morgan and Riley,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, dirty).
property(obj1, bowl).
object(obj2).
property(obj2, book).
object(obj3).
property(obj3, clean).
property(obj3, bowl).
object(obj4).
property(obj4, used).
property(obj4, bowl).
object(obj5).
property(obj5, plant).
object(obj6).
property(obj6, lamp).
referring_expression(the_bowl).",the bowl,object3,clean bowl
"Cameron and Charlie are in the banquet hall. Cameron is cooking. Charlie is next to clean spoon, plant, lamp, book, used spoon, dirty spoon. Cameron asks Charlie to hand them the spoon.",Cameron and Charlie,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, clean).
property(obj1, spoon).
object(obj2).
property(obj2, plant).
object(obj3).
property(obj3, lamp).
object(obj4).
property(obj4, book).
object(obj5).
property(obj5, used).
property(obj5, spoon).
object(obj6).
property(obj6, dirty).
property(obj6, spoon).
referring_expression(the_spoon).",the spoon,object1,clean spoon
"Alex and Bailey are in the banquet hall. Alex is cooking. Bailey is next to dirty mug, clean mug, stapler, used mug, paper clip, document. Alex asks Bailey to hand them the mug.",Alex and Bailey,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, dirty).
property(obj1, mug).
object(obj2).
property(obj2, clean).
property(obj2, mug).
object(obj3).
property(obj3, stapler).
object(obj4).
property(obj4, used).
property(obj4, mug).
object(obj5).
property(obj5, paper).
property(obj5, clip).
object(obj6).
property(obj6, document).
referring_expression(the_mug).",the mug,object2,clean mug
"Alex and Bailey are in the living room. Alex is cooking. Bailey is next to clean plate, pair of scissors, bottle opener, dirty plate, greasy plate, flashlight. Alex asks Bailey to hand them the plate.",Alex and Bailey,living room,cooking,"setting(living_room).
task(cooking).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, clean).
property(obj1, plate).
object(obj2).
property(obj2, pair).
property(obj2, of).
property(obj2, scissors).
object(obj3).
property(obj3, bottle).
property(obj3, opener).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
object(obj5).
property(obj5, greasy).
property(obj5, plate).
object(obj6).
property(obj6, flashlight).
referring_expression(the_plate).",the plate,object1,clean plate
"Casey and Skyler are in the restaurant. Casey is cooking. Skyler is next to clean spoon, notebook, pen, used spoon, dirty spoon, calculator. Casey asks Skyler to hand them the spoon.",Casey and Skyler,restaurant,cooking,"setting(restaurant).
task(cooking).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, clean).
property(obj1, spoon).
object(obj2).
property(obj2, notebook).
object(obj3).
property(obj3, pen).
object(obj4).
property(obj4, used).
property(obj4, spoon).
object(obj5).
property(obj5, dirty).
property(obj5, spoon).
object(obj6).
property(obj6, calculator).
referring_expression(the_spoon).",the spoon,object1,clean spoon
"Alex and Bailey are in the restaurant. Alex is cooking. Bailey is next to notebook, used bowl, pen, greasy bowl, clean bowl, calculator, dirty bowl. Alex asks Bailey to hand them the bowl.",Alex and Bailey,restaurant,cooking,"setting(restaurant).
task(cooking).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, notebook).
object(obj2).
property(obj2, used).
property(obj2, bowl).
object(obj3).
property(obj3, pen).
object(obj4).
property(obj4, greasy).
property(obj4, bowl).
object(obj5).
property(obj5, clean).
property(obj5, bowl).
object(obj6).
property(obj6, calculator).
object(obj7).
property(obj7, dirty).
property(obj7, bowl).
referring_expression(the_bowl).",the bowl,object5,clean bowl
"Casey and Skyler are in the restaurant. Casey is cooking. Skyler is next to dirty pan, grater, rolling pin, clean bowl, used bowl, dirty bowl. Casey asks Skyler to hand them the bowl.",Casey and Skyler,restaurant,cooking,"setting(restaurant).
task(cooking).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, dirty).
property(obj1, pan).
object(obj2).
property(obj2, grater).
object(obj3).
property(obj3, rolling).
property(obj3, pin).
object(obj4).
property(obj4, clean).
property(obj4, bowl).
object(obj5).
property(obj5, used).
property(obj5, bowl).
object(obj6).
property(obj6, dirty).
property(obj6, bowl).
referring_expression(the_bowl).",the bowl,object4,clean bowl
"Alex and Bailey are in the banquet hall. Alex is cooking. Bailey is next to clean fork, greasy fork, used fork, dirty fork, pair of scissors, flashlight, bottle opener. Alex asks Bailey to hand them the fork.",Alex and Bailey,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, clean).
property(obj1, fork).
object(obj2).
property(obj2, greasy).
property(obj2, fork).
object(obj3).
property(obj3, used).
property(obj3, fork).
object(obj4).
property(obj4, dirty).
property(obj4, fork).
object(obj5).
property(obj5, pair).
property(obj5, of).
property(obj5, scissors).
object(obj6).
property(obj6, flashlight).
object(obj7).
property(obj7, bottle).
property(obj7, opener).
referring_expression(the_fork).",the fork,object1,clean fork
"Cameron and Charlie are in the banquet hall. Cameron is cooking. Charlie is next to grater, dirty pan, rolling pin, clean plate, dirty plate, greasy plate. Cameron asks Charlie to hand them the plate.",Cameron and Charlie,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, grater).
object(obj2).
property(obj2, dirty).
property(obj2, pan).
object(obj3).
property(obj3, rolling).
property(obj3, pin).
object(obj4).
property(obj4, clean).
property(obj4, plate).
object(obj5).
property(obj5, dirty).
property(obj5, plate).
object(obj6).
property(obj6, greasy).
property(obj6, plate).
referring_expression(the_plate).",the plate,object4,clean plate
"Morgan and Riley are in the kitchen. Morgan is cooking. Riley is next to remote control, greasy mug, clean mug, dirty mug, throw pillow, magazine, used mug. Morgan asks Riley to hand them the mug.",Morgan and Riley,kitchen,cooking,"setting(kitchen).
task(cooking).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, remote).
property(obj1, control).
object(obj2).
property(obj2, greasy).
property(obj2, mug).
object(obj3).
property(obj3, clean).
property(obj3, mug).
object(obj4).
property(obj4, dirty).
property(obj4, mug).
object(obj5).
property(obj5, throw).
property(obj5, pillow).
object(obj6).
property(obj6, magazine).
object(obj7).
property(obj7, used).
property(obj7, mug).
referring_expression(the_mug).",the mug,object3,clean mug
"Alex and Bailey are in the banquet hall. Alex is cooking. Bailey is next to dirty plate, stapler, clean plate, document, paper clip. Alex asks Bailey to hand them the plate.",Alex and Bailey,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, dirty).
property(obj1, plate).
object(obj2).
property(obj2, stapler).
object(obj3).
property(obj3, clean).
property(obj3, plate).
object(obj4).
property(obj4, document).
object(obj5).
property(obj5, paper).
property(obj5, clip).
referring_expression(the_plate).",the plate,object3,clean plate
"Alex and Bailey are in the banquet hall. Alex is cooking. Bailey is next to grater, dirty bowl, dirty pan, greasy bowl, clean bowl, rolling pin. Alex asks Bailey to hand them the bowl.",Alex and Bailey,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, grater).
object(obj2).
property(obj2, dirty).
property(obj2, bowl).
object(obj3).
property(obj3, dirty).
property(obj3, pan).
object(obj4).
property(obj4, greasy).
property(obj4, bowl).
object(obj5).
property(obj5, clean).
property(obj5, bowl).
object(obj6).
property(obj6, rolling).
property(obj6, pin).
referring_expression(the_bowl).",the bowl,object5,clean bowl
"Morgan and Riley are in the kitchen. Morgan is cooking. Riley is next to dirty mug, hammer, wrench, screwdriver, clean mug. Morgan asks Riley to hand them the mug.",Morgan and Riley,kitchen,cooking,"setting(kitchen).
task(cooking).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, dirty).
property(obj1, mug).
object(obj2).
property(obj2, hammer).
object(obj3).
property(obj3, wrench).
object(obj4).
property(obj4, screwdriver).
object(obj5).
property(obj5, clean).
property(obj5, mug).
referring_expression(the_mug).",the mug,object5,clean mug
"Morgan and Riley are in the garden. Morgan is cooking. Riley is next to grater, dirty pan, rolling pin, greasy mug, clean mug, dirty mug. Morgan asks Riley to hand them the mug.",Morgan and Riley,garden,cooking,"setting(garden).
task(cooking).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, grater).
object(obj2).
property(obj2, dirty).
property(obj2, pan).
object(obj3).
property(obj3, rolling).
property(obj3, pin).
object(obj4).
property(obj4, greasy).
property(obj4, mug).
object(obj5).
property(obj5, clean).
property(obj5, mug).
object(obj6).
property(obj6, dirty).
property(obj6, mug).
referring_expression(the_mug).",the mug,object5,clean mug
"Alex and Bailey are in the living room. Alex is cooking. Bailey is next to dirty spoon, banana, apple, clean spoon, bread, greasy spoon. Alex asks Bailey to hand them the spoon.",Alex and Bailey,living room,cooking,"setting(living_room).
task(cooking).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, dirty).
property(obj1, spoon).
object(obj2).
property(obj2, banana).
object(obj3).
property(obj3, apple).
object(obj4).
property(obj4, clean).
property(obj4, spoon).
object(obj5).
property(obj5, bread).
object(obj6).
property(obj6, greasy).
property(obj6, spoon).
referring_expression(the_spoon).",the spoon,object4,clean spoon
"Morgan and Riley are in the restaurant. Morgan is cooking. Riley is next to water bottle, dirty plate, cookie, clean plate, snack bar. Morgan asks Riley to hand them the plate.",Morgan and Riley,restaurant,cooking,"setting(restaurant).
task(cooking).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, water).
property(obj1, bottle).
object(obj2).
property(obj2, dirty).
property(obj2, plate).
object(obj3).
property(obj3, cookie).
object(obj4).
property(obj4, clean).
property(obj4, plate).
object(obj5).
property(obj5, snack).
property(obj5, bar).
referring_expression(the_plate).",the plate,object4,clean plate
"Casey and Skyler are in the dining room. Casey is cooking. Skyler is next to used mug, greasy mug, clean mug, bottle opener, flashlight, dirty mug, pair of scissors. Casey asks Skyler to hand them the mug.",Casey and Skyler,dining room,cooking,"setting(dining_room).
task(cooking).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, used).
property(obj1, mug).
object(obj2).
property(obj2, greasy).
property(obj2, mug).
object(obj3).
property(obj3, clean).
property(obj3, mug).
object(obj4).
property(obj4, bottle).
property(obj4, opener).
object(obj5).
property(obj5, flashlight).
object(obj6).
property(obj6, dirty).
property(obj6, mug).
object(obj7).
property(obj7, pair).
property(obj7, of).
property(obj7, scissors).
referring_expression(the_mug).",the mug,object3,clean mug
"Alex and Bailey are in the living room. Alex is cooking. Bailey is next to dirty fork, apple, bread, greasy fork, clean fork, banana. Alex asks Bailey to hand them the fork.",Alex and Bailey,living room,cooking,"setting(living_room).
task(cooking).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, dirty).
property(obj1, fork).
object(obj2).
property(obj2, apple).
object(obj3).
property(obj3, bread).
object(obj4).
property(obj4, greasy).
property(obj4, fork).
object(obj5).
property(obj5, clean).
property(obj5, fork).
object(obj6).
property(obj6, banana).
referring_expression(the_fork).",the fork,object5,clean fork
"Alex and Bailey are in the garden. Alex is cooking. Bailey is next to dirty fork, clean fork, lamp, book, plant. Alex asks Bailey to hand them the fork.",Alex and Bailey,garden,cooking,"setting(garden).
task(cooking).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, dirty).
property(obj1, fork).
object(obj2).
property(obj2, clean).
property(obj2, fork).
object(obj3).
property(obj3, lamp).
object(obj4).
property(obj4, book).
object(obj5).
property(obj5, plant).
referring_expression(the_fork).",the fork,object2,clean fork
"Cameron and Charlie are in the garden. Cameron is cooking. Charlie is next to rolling pin, grater, clean bowl, dirty bowl, dirty pan. Cameron asks Charlie to hand them the bowl.",Cameron and Charlie,garden,cooking,"setting(garden).
task(cooking).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, rolling).
property(obj1, pin).
object(obj2).
property(obj2, grater).
object(obj3).
property(obj3, clean).
property(obj3, bowl).
object(obj4).
property(obj4, dirty).
property(obj4, bowl).
object(obj5).
property(obj5, dirty).
property(obj5, pan).
referring_expression(the_bowl).",the bowl,object3,clean bowl
"Morgan and Riley are in the banquet hall. Morgan is cooking. Riley is next to clean cup, snack bar, water bottle, dirty cup, greasy cup, cookie. Morgan asks Riley to hand them the cup.",Morgan and Riley,banquet hall,cooking,"setting(banquet_hall).
task(cooking).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, clean).
property(obj1, cup).
object(obj2).
property(obj2, snack).
property(obj2, bar).
object(obj3).
property(obj3, water).
property(obj3, bottle).
object(obj4).
property(obj4, dirty).
property(obj4, cup).
object(obj5).
property(obj5, greasy).
property(obj5, cup).
object(obj6).
property(obj6, cookie).
referring_expression(the_cup).",the cup,object1,clean cup
"Jordan and Taylor are in the kitchen. Jordan is cooking. Taylor is next to throw pillow, magazine, dirty bowl, remote control, used bowl, clean bowl. Jordan asks Taylor to hand them the bowl.",Jordan and Taylor,kitchen,cooking,"setting(kitchen).
task(cooking).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, throw).
property(obj1, pillow).
object(obj2).
property(obj2, magazine).
object(obj3).
property(obj3, dirty).
property(obj3, bowl).
object(obj4).
property(obj4, remote).
property(obj4, control).
object(obj5).
property(obj5, used).
property(obj5, bowl).
object(obj6).
property(obj6, clean).
property(obj6, bowl).
referring_expression(the_bowl).",the bowl,object6,clean bowl
"Morgan and Riley are in the garden. Morgan is cooking. Riley is next to paint can, sandpaper, clean plate, dirty plate, paintbrush. Morgan asks Riley to hand them the plate.",Morgan and Riley,garden,cooking,"setting(garden).
task(cooking).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, paint).
property(obj1, can).
object(obj2).
property(obj2, sandpaper).
object(obj3).
property(obj3, clean).
property(obj3, plate).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
object(obj5).
property(obj5, paintbrush).
referring_expression(the_plate).",the plate,object3,clean plate
"Casey and Skyler are in the living room. Casey is cooking. Skyler is next to notebook, calculator, clean bowl, pen, dirty bowl. Casey asks Skyler to hand them the bowl.",Casey and Skyler,living room,cooking,"setting(living_room).
task(cooking).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, notebook).
object(obj2).
property(obj2, calculator).
object(obj3).
property(obj3, clean).
property(obj3, bowl).
object(obj4).
property(obj4, pen).
object(obj5).
property(obj5, dirty).
property(obj5, bowl).
referring_expression(the_bowl).",the bowl,object3,clean bowl
"Jordan and Taylor are in the kitchen. Jordan is cooking. Taylor is next to dirty spoon, used spoon, document, stapler, paper clip, clean spoon. Jordan asks Taylor to hand them the spoon.",Jordan and Taylor,kitchen,cooking,"setting(kitchen).
task(cooking).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, dirty).
property(obj1, spoon).
object(obj2).
property(obj2, used).
property(obj2, spoon).
object(obj3).
property(obj3, document).
object(obj4).
property(obj4, stapler).
object(obj5).
property(obj5, paper).
property(obj5, clip).
object(obj6).
property(obj6, clean).
property(obj6, spoon).
referring_expression(the_spoon).",the spoon,object6,clean spoon
"Jordan and Taylor are in the garden. Jordan is cooking. Taylor is next to stapler, document, clean plate, dirty plate, used plate, paper clip. Jordan asks Taylor to hand them the plate.",Jordan and Taylor,garden,cooking,"setting(garden).
task(cooking).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, stapler).
object(obj2).
property(obj2, document).
object(obj3).
property(obj3, clean).
property(obj3, plate).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
object(obj5).
property(obj5, used).
property(obj5, plate).
object(obj6).
property(obj6, paper).
property(obj6, clip).
referring_expression(the_plate).",the plate,object3,clean plate
