prompt,name_pair,location,task,prolog,referring_expression,referent_object,referent_natural
"Alex and Bailey are in the living room. Alex is cleaning. Bailey is next to dirty plate, dirty fork, lamp, clean fork, plant, book, decorative fork. Alex asks Bailey to hand them the fork.",Alex and Bailey,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, dirty).
property(obj1, plate).
object(obj2).
property(obj2, dirty).
property(obj2, fork).
object(obj3).
property(obj3, lamp).
object(obj4).
property(obj4, clean).
property(obj4, fork).
object(obj5).
property(obj5, plant).
object(obj6).
property(obj6, book).
object(obj7).
property(obj7, decorative).
property(obj7, fork).
referring_expression(the_fork).",the fork,object2,dirty fork
"Casey and Skyler are in the living room. Casey is cleaning. Skyler is next to clean fork, empty spray bottle, dirty mug, broom, old fork, dustpan, dirty fork. Casey asks Skyler to hand them the fork.",Casey and Skyler,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, clean).
property(obj1, fork).
object(obj2).
property(obj2, empty).
property(obj2, spray).
property(obj2, bottle).
object(obj3).
property(obj3, dirty).
property(obj3, mug).
object(obj4).
property(obj4, broom).
object(obj5).
property(obj5, old).
property(obj5, fork).
object(obj6).
property(obj6, dustpan).
object(obj7).
property(obj7, dirty).
property(obj7, fork).
referring_expression(the_fork).",the fork,object7,dirty fork
"Morgan and Riley are in the living room. Morgan is cleaning. Riley is next to document, dirty plate, dirty fork, stapler, clean plate, paper clip. Morgan asks Riley to hand them the plate.",Morgan and Riley,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, document).
object(obj2).
property(obj2, dirty).
property(obj2, plate).
object(obj3).
property(obj3, dirty).
property(obj3, fork).
object(obj4).
property(obj4, stapler).
object(obj5).
property(obj5, clean).
property(obj5, plate).
object(obj6).
property(obj6, paper).
property(obj6, clip).
referring_expression(the_plate).",the plate,object2,dirty plate
"Morgan and Riley are in the garden. Morgan is cleaning. Riley is next to clean bowl, decorative bowl, grater, clean pan, dirty spoon, dirty bowl, rolling pin. Morgan asks Riley to hand them the bowl.",Morgan and Riley,garden,cleaning,"setting(garden).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, clean).
property(obj1, bowl).
object(obj2).
property(obj2, decorative).
property(obj2, bowl).
object(obj3).
property(obj3, grater).
object(obj4).
property(obj4, clean).
property(obj4, pan).
object(obj5).
property(obj5, dirty).
property(obj5, spoon).
object(obj6).
property(obj6, dirty).
property(obj6, bowl).
object(obj7).
property(obj7, rolling).
property(obj7, pin).
referring_expression(the_bowl).",the bowl,object6,dirty bowl
"Cameron and Charlie are in the banquet hall. Cameron is cleaning. Charlie is next to whisk, ladle, dirty cup, spatula, old plate, dirty plate, clean plate. Cameron asks Charlie to hand them the plate.",Cameron and Charlie,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, whisk).
object(obj2).
property(obj2, ladle).
object(obj3).
property(obj3, dirty).
property(obj3, cup).
object(obj4).
property(obj4, spatula).
object(obj5).
property(obj5, old).
property(obj5, plate).
object(obj6).
property(obj6, dirty).
property(obj6, plate).
object(obj7).
property(obj7, clean).
property(obj7, plate).
referring_expression(the_plate).",the plate,object6,dirty plate
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to dirty spoon, decorative bowl, clean bowl, notebook, pen, dirty bowl, calculator, old bowl. Casey asks Skyler to hand them the bowl.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, dirty).
property(obj1, spoon).
object(obj2).
property(obj2, decorative).
property(obj2, bowl).
object(obj3).
property(obj3, clean).
property(obj3, bowl).
object(obj4).
property(obj4, notebook).
object(obj5).
property(obj5, pen).
object(obj6).
property(obj6, dirty).
property(obj6, bowl).
object(obj7).
property(obj7, calculator).
object(obj8).
property(obj8, old).
property(obj8, bowl).
referring_expression(the_bowl).",the bowl,object6,dirty bowl
"Jordan and Taylor are in the dining room. Jordan is cleaning. Taylor is next to clean plate, shoe, sock, dirty fork, dirty plate, backpack. Jordan asks Taylor to hand them the plate.",Jordan and Taylor,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, clean).
property(obj1, plate).
object(obj2).
property(obj2, shoe).
object(obj3).
property(obj3, sock).
object(obj4).
property(obj4, dirty).
property(obj4, fork).
object(obj5).
property(obj5, dirty).
property(obj5, plate).
object(obj6).
property(obj6, backpack).
referring_expression(the_plate).",the plate,object5,dirty plate
"Jordan and Taylor are in the kitchen. Jordan is cleaning. Taylor is next to mouse, keyboard, dirty plate, dirty spoon, USB drive, clean plate. Jordan asks Taylor to hand them the plate.",Jordan and Taylor,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, mouse).
object(obj2).
property(obj2, keyboard).
object(obj3).
property(obj3, dirty).
property(obj3, plate).
object(obj4).
property(obj4, dirty).
property(obj4, spoon).
object(obj5).
property(obj5, USB).
property(obj5, drive).
object(obj6).
property(obj6, clean).
property(obj6, plate).
referring_expression(the_plate).",the plate,object3,dirty plate
"Morgan and Riley are in the living room. Morgan is cleaning. Riley is next to spatula, dirty spoon, clean spoon, ladle, whisk, dirty mug. Morgan asks Riley to hand them the spoon.",Morgan and Riley,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, spatula).
object(obj2).
property(obj2, dirty).
property(obj2, spoon).
object(obj3).
property(obj3, clean).
property(obj3, spoon).
object(obj4).
property(obj4, ladle).
object(obj5).
property(obj5, whisk).
object(obj6).
property(obj6, dirty).
property(obj6, mug).
referring_expression(the_spoon).",the spoon,object2,dirty spoon
"Casey and Skyler are in the garden. Casey is cleaning. Skyler is next to measuring cup, plate rack, oven mitt, dirty bowl, dirty cup, clean cup. Casey asks Skyler to hand them the cup.",Casey and Skyler,garden,cleaning,"setting(garden).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, measuring).
property(obj1, cup).
object(obj2).
property(obj2, plate).
property(obj2, rack).
object(obj3).
property(obj3, oven).
property(obj3, mitt).
object(obj4).
property(obj4, dirty).
property(obj4, bowl).
object(obj5).
property(obj5, dirty).
property(obj5, cup).
object(obj6).
property(obj6, clean).
property(obj6, cup).
referring_expression(the_cup).",the cup,object5,dirty cup
"Jordan and Taylor are in the kitchen. Jordan is cleaning. Taylor is next to matchbox, clean cup, dirty plate, candle, dirty cup, lighter. Jordan asks Taylor to hand them the cup.",Jordan and Taylor,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, matchbox).
object(obj2).
property(obj2, clean).
property(obj2, cup).
object(obj3).
property(obj3, dirty).
property(obj3, plate).
object(obj4).
property(obj4, candle).
object(obj5).
property(obj5, dirty).
property(obj5, cup).
object(obj6).
property(obj6, lighter).
referring_expression(the_cup).",the cup,object5,dirty cup
"Jordan and Taylor are in the kitchen. Jordan is cleaning. Taylor is next to book, plant, clean fork, lamp, dirty fork, dirty cup. Jordan asks Taylor to hand them the fork.",Jordan and Taylor,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, book).
object(obj2).
property(obj2, plant).
object(obj3).
property(obj3, clean).
property(obj3, fork).
object(obj4).
property(obj4, lamp).
object(obj5).
property(obj5, dirty).
property(obj5, fork).
object(obj6).
property(obj6, dirty).
property(obj6, cup).
referring_expression(the_fork).",the fork,object5,dirty fork
"Morgan and Riley are in the banquet hall. Morgan is cleaning. Riley is next to throw pillow, clean mug, magazine, remote control, dirty mug, dirty cup. Morgan asks Riley to hand them the mug.",Morgan and Riley,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, throw).
property(obj1, pillow).
object(obj2).
property(obj2, clean).
property(obj2, mug).
object(obj3).
property(obj3, magazine).
object(obj4).
property(obj4, remote).
property(obj4, control).
object(obj5).
property(obj5, dirty).
property(obj5, mug).
object(obj6).
property(obj6, dirty).
property(obj6, cup).
referring_expression(the_mug).",the mug,object5,dirty mug
"Jordan and Taylor are in the living room. Jordan is cleaning. Taylor is next to dirty plate, plate rack, dirty mug, measuring cup, oven mitt, clean plate. Jordan asks Taylor to hand them the plate.",Jordan and Taylor,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, dirty).
property(obj1, plate).
object(obj2).
property(obj2, plate).
property(obj2, rack).
object(obj3).
property(obj3, dirty).
property(obj3, mug).
object(obj4).
property(obj4, measuring).
property(obj4, cup).
object(obj5).
property(obj5, oven).
property(obj5, mitt).
object(obj6).
property(obj6, clean).
property(obj6, plate).
referring_expression(the_plate).",the plate,object1,dirty plate
"Jordan and Taylor are in the garden. Jordan is cleaning. Taylor is next to broom, dirty bowl, dustpan, clean bowl, decorative bowl, dirty plate, empty spray bottle. Jordan asks Taylor to hand them the bowl.",Jordan and Taylor,garden,cleaning,"setting(garden).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, broom).
object(obj2).
property(obj2, dirty).
property(obj2, bowl).
object(obj3).
property(obj3, dustpan).
object(obj4).
property(obj4, clean).
property(obj4, bowl).
object(obj5).
property(obj5, decorative).
property(obj5, bowl).
object(obj6).
property(obj6, dirty).
property(obj6, plate).
object(obj7).
property(obj7, empty).
property(obj7, spray).
property(obj7, bottle).
referring_expression(the_bowl).",the bowl,object2,dirty bowl
"Morgan and Riley are in the restaurant. Morgan is cleaning. Riley is next to water bottle, old bowl, clean bowl, cookie, snack bar, dirty spoon, dirty bowl. Morgan asks Riley to hand them the bowl.",Morgan and Riley,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, water).
property(obj1, bottle).
object(obj2).
property(obj2, old).
property(obj2, bowl).
object(obj3).
property(obj3, clean).
property(obj3, bowl).
object(obj4).
property(obj4, cookie).
object(obj5).
property(obj5, snack).
property(obj5, bar).
object(obj6).
property(obj6, dirty).
property(obj6, spoon).
object(obj7).
property(obj7, dirty).
property(obj7, bowl).
referring_expression(the_bowl).",the bowl,object7,dirty bowl
"Jordan and Taylor are in the banquet hall. Jordan is cleaning. Taylor is next to game controller, dirty bowl, clean bowl, phone charger, headphones, dirty fork. Jordan asks Taylor to hand them the bowl.",Jordan and Taylor,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, game).
property(obj1, controller).
object(obj2).
property(obj2, dirty).
property(obj2, bowl).
object(obj3).
property(obj3, clean).
property(obj3, bowl).
object(obj4).
property(obj4, phone).
property(obj4, charger).
object(obj5).
property(obj5, headphones).
object(obj6).
property(obj6, dirty).
property(obj6, fork).
referring_expression(the_bowl).",the bowl,object2,dirty bowl
"Cameron and Charlie are in the kitchen. Cameron is cleaning. Charlie is next to decorative plate, clean plate, wrench, screwdriver, dirty mug, dirty plate, hammer. Cameron asks Charlie to hand them the plate.",Cameron and Charlie,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, decorative).
property(obj1, plate).
object(obj2).
property(obj2, clean).
property(obj2, plate).
object(obj3).
property(obj3, wrench).
object(obj4).
property(obj4, screwdriver).
object(obj5).
property(obj5, dirty).
property(obj5, mug).
object(obj6).
property(obj6, dirty).
property(obj6, plate).
object(obj7).
property(obj7, hammer).
referring_expression(the_plate).",the plate,object6,dirty plate
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to clean plate, dirty plate, dirty spoon, spatula, ladle, whisk. Casey asks Skyler to hand them the plate.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, clean).
property(obj1, plate).
object(obj2).
property(obj2, dirty).
property(obj2, plate).
object(obj3).
property(obj3, dirty).
property(obj3, spoon).
object(obj4).
property(obj4, spatula).
object(obj5).
property(obj5, ladle).
object(obj6).
property(obj6, whisk).
referring_expression(the_plate).",the plate,object2,dirty plate
"Jordan and Taylor are in the banquet hall. Jordan is cleaning. Taylor is next to decorative plate, clean plate, dirty bowl, apple, banana, bread, dirty plate. Jordan asks Taylor to hand them the plate.",Jordan and Taylor,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, decorative).
property(obj1, plate).
object(obj2).
property(obj2, clean).
property(obj2, plate).
object(obj3).
property(obj3, dirty).
property(obj3, bowl).
object(obj4).
property(obj4, apple).
object(obj5).
property(obj5, banana).
object(obj6).
property(obj6, bread).
object(obj7).
property(obj7, dirty).
property(obj7, plate).
referring_expression(the_plate).",the plate,object7,dirty plate
"Cameron and Charlie are in the banquet hall. Cameron is cleaning. Charlie is next to book, plant, clean mug, decorative mug, lamp, dirty plate, dirty mug, old mug. Cameron asks Charlie to hand them the mug.",Cameron and Charlie,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, book).
object(obj2).
property(obj2, plant).
object(obj3).
property(obj3, clean).
property(obj3, mug).
object(obj4).
property(obj4, decorative).
property(obj4, mug).
object(obj5).
property(obj5, lamp).
object(obj6).
property(obj6, dirty).
property(obj6, plate).
object(obj7).
property(obj7, dirty).
property(obj7, mug).
object(obj8).
property(obj8, old).
property(obj8, mug).
referring_expression(the_mug).",the mug,object7,dirty mug
"Morgan and Riley are in the garden. Morgan is cleaning. Riley is next to decorative plate, dirty cup, calculator, pen, clean plate, dirty plate, notebook. Morgan asks Riley to hand them the plate.",Morgan and Riley,garden,cleaning,"setting(garden).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, decorative).
property(obj1, plate).
object(obj2).
property(obj2, dirty).
property(obj2, cup).
object(obj3).
property(obj3, calculator).
object(obj4).
property(obj4, pen).
object(obj5).
property(obj5, clean).
property(obj5, plate).
object(obj6).
property(obj6, dirty).
property(obj6, plate).
object(obj7).
property(obj7, notebook).
referring_expression(the_plate).",the plate,object6,dirty plate
"Cameron and Charlie are in the living room. Cameron is cleaning. Charlie is next to pen, dirty cup, clean mug, notebook, dirty mug, decorative mug, calculator. Cameron asks Charlie to hand them the mug.",Cameron and Charlie,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, pen).
object(obj2).
property(obj2, dirty).
property(obj2, cup).
object(obj3).
property(obj3, clean).
property(obj3, mug).
object(obj4).
property(obj4, notebook).
object(obj5).
property(obj5, dirty).
property(obj5, mug).
object(obj6).
property(obj6, decorative).
property(obj6, mug).
object(obj7).
property(obj7, calculator).
referring_expression(the_mug).",the mug,object5,dirty mug
"Alex and Bailey are in the kitchen. Alex is cleaning. Bailey is next to camera, decorative plate, old plate, clean plate, dirty plate, dirty mug, memory card, tripod. Alex asks Bailey to hand them the plate.",Alex and Bailey,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, camera).
object(obj2).
property(obj2, decorative).
property(obj2, plate).
object(obj3).
property(obj3, old).
property(obj3, plate).
object(obj4).
property(obj4, clean).
property(obj4, plate).
object(obj5).
property(obj5, dirty).
property(obj5, plate).
object(obj6).
property(obj6, dirty).
property(obj6, mug).
object(obj7).
property(obj7, memory).
property(obj7, card).
object(obj8).
property(obj8, tripod).
referring_expression(the_plate).",the plate,object5,dirty plate
"Cameron and Charlie are in the kitchen. Cameron is cleaning. Charlie is next to calculator, dirty spoon, pen, notebook, dirty mug, clean spoon. Cameron asks Charlie to hand them the spoon.",Cameron and Charlie,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, calculator).
object(obj2).
property(obj2, dirty).
property(obj2, spoon).
object(obj3).
property(obj3, pen).
object(obj4).
property(obj4, notebook).
object(obj5).
property(obj5, dirty).
property(obj5, mug).
object(obj6).
property(obj6, clean).
property(obj6, spoon).
referring_expression(the_spoon).",the spoon,object2,dirty spoon
"Casey and Skyler are in the restaurant. Casey is cleaning. Skyler is next to cookie, clean bowl, snack bar, dirty bowl, water bottle, dirty cup, decorative bowl. Casey asks Skyler to hand them the bowl.",Casey and Skyler,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, cookie).
object(obj2).
property(obj2, clean).
property(obj2, bowl).
object(obj3).
property(obj3, snack).
property(obj3, bar).
object(obj4).
property(obj4, dirty).
property(obj4, bowl).
object(obj5).
property(obj5, water).
property(obj5, bottle).
object(obj6).
property(obj6, dirty).
property(obj6, cup).
object(obj7).
property(obj7, decorative).
property(obj7, bowl).
referring_expression(the_bowl).",the bowl,object4,dirty bowl
"Cameron and Charlie are in the banquet hall. Cameron is cleaning. Charlie is next to hammer, wrench, decorative fork, clean fork, dirty fork, screwdriver, dirty plate. Cameron asks Charlie to hand them the fork.",Cameron and Charlie,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, hammer).
object(obj2).
property(obj2, wrench).
object(obj3).
property(obj3, decorative).
property(obj3, fork).
object(obj4).
property(obj4, clean).
property(obj4, fork).
object(obj5).
property(obj5, dirty).
property(obj5, fork).
object(obj6).
property(obj6, screwdriver).
object(obj7).
property(obj7, dirty).
property(obj7, plate).
referring_expression(the_fork).",the fork,object5,dirty fork
"Cameron and Charlie are in the restaurant. Cameron is cleaning. Charlie is next to dirty cup, hammer, clean plate, dirty plate, screwdriver, wrench. Cameron asks Charlie to hand them the plate.",Cameron and Charlie,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, dirty).
property(obj1, cup).
object(obj2).
property(obj2, hammer).
object(obj3).
property(obj3, clean).
property(obj3, plate).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
object(obj5).
property(obj5, screwdriver).
object(obj6).
property(obj6, wrench).
referring_expression(the_plate).",the plate,object4,dirty plate
"Morgan and Riley are in the dining room. Morgan is cleaning. Riley is next to USB drive, mouse, clean mug, keyboard, dirty cup, dirty mug. Morgan asks Riley to hand them the mug.",Morgan and Riley,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, USB).
property(obj1, drive).
object(obj2).
property(obj2, mouse).
object(obj3).
property(obj3, clean).
property(obj3, mug).
object(obj4).
property(obj4, keyboard).
object(obj5).
property(obj5, dirty).
property(obj5, cup).
object(obj6).
property(obj6, dirty).
property(obj6, mug).
referring_expression(the_mug).",the mug,object6,dirty mug
"Casey and Skyler are in the living room. Casey is cleaning. Skyler is next to clean spoon, water bottle, cookie, dirty spoon, dirty fork, snack bar, decorative spoon. Casey asks Skyler to hand them the spoon.",Casey and Skyler,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, clean).
property(obj1, spoon).
object(obj2).
property(obj2, water).
property(obj2, bottle).
object(obj3).
property(obj3, cookie).
object(obj4).
property(obj4, dirty).
property(obj4, spoon).
object(obj5).
property(obj5, dirty).
property(obj5, fork).
object(obj6).
property(obj6, snack).
property(obj6, bar).
object(obj7).
property(obj7, decorative).
property(obj7, spoon).
referring_expression(the_spoon).",the spoon,object4,dirty spoon
"Jordan and Taylor are in the dining room. Jordan is cleaning. Taylor is next to dirty plate, old bowl, dirty bowl, clean bowl, spatula, ladle, whisk. Jordan asks Taylor to hand them the bowl.",Jordan and Taylor,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, dirty).
property(obj1, plate).
object(obj2).
property(obj2, old).
property(obj2, bowl).
object(obj3).
property(obj3, dirty).
property(obj3, bowl).
object(obj4).
property(obj4, clean).
property(obj4, bowl).
object(obj5).
property(obj5, spatula).
object(obj6).
property(obj6, ladle).
object(obj7).
property(obj7, whisk).
referring_expression(the_bowl).",the bowl,object3,dirty bowl
"Cameron and Charlie are in the dining room. Cameron is cleaning. Charlie is next to dirty bowl, paint can, paintbrush, dirty spoon, decorative spoon, clean spoon, sandpaper. Cameron asks Charlie to hand them the spoon.",Cameron and Charlie,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, dirty).
property(obj1, bowl).
object(obj2).
property(obj2, paint).
property(obj2, can).
object(obj3).
property(obj3, paintbrush).
object(obj4).
property(obj4, dirty).
property(obj4, spoon).
object(obj5).
property(obj5, decorative).
property(obj5, spoon).
object(obj6).
property(obj6, clean).
property(obj6, spoon).
object(obj7).
property(obj7, sandpaper).
referring_expression(the_spoon).",the spoon,object4,dirty spoon
"Casey and Skyler are in the restaurant. Casey is cleaning. Skyler is next to dirty mug, decorative spoon, game controller, phone charger, clean spoon, headphones, dirty spoon. Casey asks Skyler to hand them the spoon.",Casey and Skyler,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, dirty).
property(obj1, mug).
object(obj2).
property(obj2, decorative).
property(obj2, spoon).
object(obj3).
property(obj3, game).
property(obj3, controller).
object(obj4).
property(obj4, phone).
property(obj4, charger).
object(obj5).
property(obj5, clean).
property(obj5, spoon).
object(obj6).
property(obj6, headphones).
object(obj7).
property(obj7, dirty).
property(obj7, spoon).
referring_expression(the_spoon).",the spoon,object7,dirty spoon
"Jordan and Taylor are in the garden. Jordan is cleaning. Taylor is next to decorative fork, dirty fork, rolling pin, clean pan, dirty spoon, grater, clean fork. Jordan asks Taylor to hand them the fork.",Jordan and Taylor,garden,cleaning,"setting(garden).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, decorative).
property(obj1, fork).
object(obj2).
property(obj2, dirty).
property(obj2, fork).
object(obj3).
property(obj3, rolling).
property(obj3, pin).
object(obj4).
property(obj4, clean).
property(obj4, pan).
object(obj5).
property(obj5, dirty).
property(obj5, spoon).
object(obj6).
property(obj6, grater).
object(obj7).
property(obj7, clean).
property(obj7, fork).
referring_expression(the_fork).",the fork,object2,dirty fork
"Casey and Skyler are in the living room. Casey is cleaning. Skyler is next to decorative bowl, measuring cup, dirty bowl, clean bowl, dirty cup, plate rack, oven mitt. Casey asks Skyler to hand them the bowl.",Casey and Skyler,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, decorative).
property(obj1, bowl).
object(obj2).
property(obj2, measuring).
property(obj2, cup).
object(obj3).
property(obj3, dirty).
property(obj3, bowl).
object(obj4).
property(obj4, clean).
property(obj4, bowl).
object(obj5).
property(obj5, dirty).
property(obj5, cup).
object(obj6).
property(obj6, plate).
property(obj6, rack).
object(obj7).
property(obj7, oven).
property(obj7, mitt).
referring_expression(the_bowl).",the bowl,object3,dirty bowl
"Morgan and Riley are in the dining room. Morgan is cleaning. Riley is next to remote control, throw pillow, dirty spoon, clean plate, dirty plate, magazine. Morgan asks Riley to hand them the plate.",Morgan and Riley,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, remote).
property(obj1, control).
object(obj2).
property(obj2, throw).
property(obj2, pillow).
object(obj3).
property(obj3, dirty).
property(obj3, spoon).
object(obj4).
property(obj4, clean).
property(obj4, plate).
object(obj5).
property(obj5, dirty).
property(obj5, plate).
object(obj6).
property(obj6, magazine).
referring_expression(the_plate).",the plate,object5,dirty plate
"Casey and Skyler are in the garden. Casey is cleaning. Skyler is next to candle, clean fork, dirty mug, lighter, matchbox, old fork, dirty fork. Casey asks Skyler to hand them the fork.",Casey and Skyler,garden,cleaning,"setting(garden).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, candle).
object(obj2).
property(obj2, clean).
property(obj2, fork).
object(obj3).
property(obj3, dirty).
property(obj3, mug).
object(obj4).
property(obj4, lighter).
object(obj5).
property(obj5, matchbox).
object(obj6).
property(obj6, old).
property(obj6, fork).
object(obj7).
property(obj7, dirty).
property(obj7, fork).
referring_expression(the_fork).",the fork,object7,dirty fork
"Casey and Skyler are in the kitchen. Casey is cleaning. Skyler is next to decorative spoon, clean spoon, camera, memory card, dirty cup, dirty spoon, tripod. Casey asks Skyler to hand them the spoon.",Casey and Skyler,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, decorative).
property(obj1, spoon).
object(obj2).
property(obj2, clean).
property(obj2, spoon).
object(obj3).
property(obj3, camera).
object(obj4).
property(obj4, memory).
property(obj4, card).
object(obj5).
property(obj5, dirty).
property(obj5, cup).
object(obj6).
property(obj6, dirty).
property(obj6, spoon).
object(obj7).
property(obj7, tripod).
referring_expression(the_spoon).",the spoon,object6,dirty spoon
"Casey and Skyler are in the restaurant. Casey is cleaning. Skyler is next to dirty bowl, whisk, dirty plate, ladle, spatula, clean bowl. Casey asks Skyler to hand them the bowl.",Casey and Skyler,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, dirty).
property(obj1, bowl).
object(obj2).
property(obj2, whisk).
object(obj3).
property(obj3, dirty).
property(obj3, plate).
object(obj4).
property(obj4, ladle).
object(obj5).
property(obj5, spatula).
object(obj6).
property(obj6, clean).
property(obj6, bowl).
referring_expression(the_bowl).",the bowl,object1,dirty bowl
"Morgan and Riley are in the restaurant. Morgan is cleaning. Riley is next to dirty fork, headphones, phone charger, clean mug, game controller, dirty mug. Morgan asks Riley to hand them the mug.",Morgan and Riley,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, dirty).
property(obj1, fork).
object(obj2).
property(obj2, headphones).
object(obj3).
property(obj3, phone).
property(obj3, charger).
object(obj4).
property(obj4, clean).
property(obj4, mug).
object(obj5).
property(obj5, game).
property(obj5, controller).
object(obj6).
property(obj6, dirty).
property(obj6, mug).
referring_expression(the_mug).",the mug,object6,dirty mug
"Casey and Skyler are in the dining room. Casey is cleaning. Skyler is next to dirty mug, dirty bowl, measuring cup, decorative bowl, plate rack, oven mitt, clean bowl. Casey asks Skyler to hand them the bowl.",Casey and Skyler,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, dirty).
property(obj1, mug).
object(obj2).
property(obj2, dirty).
property(obj2, bowl).
object(obj3).
property(obj3, measuring).
property(obj3, cup).
object(obj4).
property(obj4, decorative).
property(obj4, bowl).
object(obj5).
property(obj5, plate).
property(obj5, rack).
object(obj6).
property(obj6, oven).
property(obj6, mitt).
object(obj7).
property(obj7, clean).
property(obj7, bowl).
referring_expression(the_bowl).",the bowl,object2,dirty bowl
