prompt,name_pair,location,task,prolog,referring_expression,referent_object,referent_natural
"Morgan and Riley are in the restaurant. Morgan is serving. Riley is next to document, decorative plate, paper clip, stapler, plate, decorative plate. Morgan asks Riley to hand them the plate.",Morgan and Riley,restaurant,serving,"setting(restaurant).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, document).
object(obj2).
property(obj2, decorative).
property(obj2, plate).
object(obj3).
property(obj3, paper).
property(obj3, clip).
object(obj4).
property(obj4, stapler).
object(obj5).
property(obj5, plate).
object(obj6).
property(obj6, decorative).
property(obj6, plate).
referring_expression(the_plate).",the plate,object5,plate
"Morgan and Riley are in the banquet hall. Morgan is serving. Riley is next to lamp, decorative mug, book, mug, plant. Morgan asks Riley to hand them the mug.",Morgan and Riley,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, lamp).
object(obj2).
property(obj2, decorative).
property(obj2, mug).
object(obj3).
property(obj3, book).
object(obj4).
property(obj4, mug).
object(obj5).
property(obj5, plant).
referring_expression(the_mug).",the mug,object4,mug
"Jordan and Taylor are in the kitchen. Jordan is serving. Taylor is next to bowl, decorative bowl, empty spray bottle, dustpan, decorative bowl, broom. Jordan asks Taylor to hand them the bowl.",Jordan and Taylor,kitchen,serving,"setting(kitchen).
task(serving).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, bowl).
object(obj2).
property(obj2, decorative).
property(obj2, bowl).
object(obj3).
property(obj3, empty).
property(obj3, spray).
property(obj3, bottle).
object(obj4).
property(obj4, dustpan).
object(obj5).
property(obj5, decorative).
property(obj5, bowl).
object(obj6).
property(obj6, broom).
referring_expression(the_bowl).",the bowl,object1,bowl
"Morgan and Riley are in the banquet hall. Morgan is serving. Riley is next to mug, decorative mug, pair of scissors, flashlight, decorative mug, bottle opener. Morgan asks Riley to hand them the mug.",Morgan and Riley,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, mug).
object(obj2).
property(obj2, decorative).
property(obj2, mug).
object(obj3).
property(obj3, pair).
property(obj3, of).
property(obj3, scissors).
object(obj4).
property(obj4, flashlight).
object(obj5).
property(obj5, decorative).
property(obj5, mug).
object(obj6).
property(obj6, bottle).
property(obj6, opener).
referring_expression(the_mug).",the mug,object1,mug
"Alex and Bailey are in the garden. Alex is serving. Bailey is next to cup, remote control, decorative cup, decorative cup, throw pillow, magazine. Alex asks Bailey to hand them the cup.",Alex and Bailey,garden,serving,"setting(garden).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, cup).
object(obj2).
property(obj2, remote).
property(obj2, control).
object(obj3).
property(obj3, decorative).
property(obj3, cup).
object(obj4).
property(obj4, decorative).
property(obj4, cup).
object(obj5).
property(obj5, throw).
property(obj5, pillow).
object(obj6).
property(obj6, magazine).
referring_expression(the_cup).",the cup,object1,cup
"Cameron and Charlie are in the dining room. Cameron is serving. Charlie is next to throw pillow, magazine, decorative mug, decorative mug, mug, remote control. Cameron asks Charlie to hand them the mug.",Cameron and Charlie,dining room,serving,"setting(dining_room).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, throw).
property(obj1, pillow).
object(obj2).
property(obj2, magazine).
object(obj3).
property(obj3, decorative).
property(obj3, mug).
object(obj4).
property(obj4, decorative).
property(obj4, mug).
object(obj5).
property(obj5, mug).
object(obj6).
property(obj6, remote).
property(obj6, control).
referring_expression(the_mug).",the mug,object5,mug
"Alex and Bailey are in the kitchen. Alex is serving. Bailey is next to cookie, water bottle, snack bar, decorative mug, decorative mug, mug. Alex asks Bailey to hand them the mug.",Alex and Bailey,kitchen,serving,"setting(kitchen).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, cookie).
object(obj2).
property(obj2, water).
property(obj2, bottle).
object(obj3).
property(obj3, snack).
property(obj3, bar).
object(obj4).
property(obj4, decorative).
property(obj4, mug).
object(obj5).
property(obj5, decorative).
property(obj5, mug).
object(obj6).
property(obj6, mug).
referring_expression(the_mug).",the mug,object6,mug
"Morgan and Riley are in the restaurant. Morgan is serving. Riley is next to pen, notebook, calculator, decorative bowl, decorative bowl, bowl. Morgan asks Riley to hand them the bowl.",Morgan and Riley,restaurant,serving,"setting(restaurant).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, pen).
object(obj2).
property(obj2, notebook).
object(obj3).
property(obj3, calculator).
object(obj4).
property(obj4, decorative).
property(obj4, bowl).
object(obj5).
property(obj5, decorative).
property(obj5, bowl).
object(obj6).
property(obj6, bowl).
referring_expression(the_bowl).",the bowl,object6,bowl
"Jordan and Taylor are in the restaurant. Jordan is serving. Taylor is next to mug, decorative mug, book, plant, decorative mug, lamp, decorative mug. Jordan asks Taylor to hand them the mug.",Jordan and Taylor,restaurant,serving,"setting(restaurant).
task(serving).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, mug).
object(obj2).
property(obj2, decorative).
property(obj2, mug).
object(obj3).
property(obj3, book).
object(obj4).
property(obj4, plant).
object(obj5).
property(obj5, decorative).
property(obj5, mug).
object(obj6).
property(obj6, lamp).
object(obj7).
property(obj7, decorative).
property(obj7, mug).
referring_expression(the_mug).",the mug,object1,mug
"Alex and Bailey are in the dining room. Alex is serving. Bailey is next to mug, dustpan, decorative mug, empty spray bottle, broom. Alex asks Bailey to hand them the mug.",Alex and Bailey,dining room,serving,"setting(dining_room).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, mug).
object(obj2).
property(obj2, dustpan).
object(obj3).
property(obj3, decorative).
property(obj3, mug).
object(obj4).
property(obj4, empty).
property(obj4, spray).
property(obj4, bottle).
object(obj5).
property(obj5, broom).
referring_expression(the_mug).",the mug,object1,mug
"Casey and Skyler are in the garden. Casey is serving. Skyler is next to rolling pin, decorative cup, dirty pan, decorative cup, cup, grater. Casey asks Skyler to hand them the cup.",Casey and Skyler,garden,serving,"setting(garden).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, rolling).
property(obj1, pin).
object(obj2).
property(obj2, decorative).
property(obj2, cup).
object(obj3).
property(obj3, dirty).
property(obj3, pan).
object(obj4).
property(obj4, decorative).
property(obj4, cup).
object(obj5).
property(obj5, cup).
object(obj6).
property(obj6, grater).
referring_expression(the_cup).",the cup,object5,cup
"Cameron and Charlie are in the garden. Cameron is serving. Charlie is next to snack bar, tray, cookie, water bottle, decorative tray. Cameron asks Charlie to hand them the tray.",Cameron and Charlie,garden,serving,"setting(garden).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, snack).
property(obj1, bar).
object(obj2).
property(obj2, tray).
object(obj3).
property(obj3, cookie).
object(obj4).
property(obj4, water).
property(obj4, bottle).
object(obj5).
property(obj5, decorative).
property(obj5, tray).
referring_expression(the_tray).",the tray,object2,tray
"Casey and Skyler are in the dining room. Casey is serving. Skyler is next to decorative mug, apple, decorative mug, mug, banana, bread. Casey asks Skyler to hand them the mug.",Casey and Skyler,dining room,serving,"setting(dining_room).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, decorative).
property(obj1, mug).
object(obj2).
property(obj2, apple).
object(obj3).
property(obj3, decorative).
property(obj3, mug).
object(obj4).
property(obj4, mug).
object(obj5).
property(obj5, banana).
object(obj6).
property(obj6, bread).
referring_expression(the_mug).",the mug,object4,mug
"Alex and Bailey are in the living room. Alex is serving. Bailey is next to rolling pin, decorative mug, dirty pan, grater, mug, decorative mug, decorative mug. Alex asks Bailey to hand them the mug.",Alex and Bailey,living room,serving,"setting(living_room).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, rolling).
property(obj1, pin).
object(obj2).
property(obj2, decorative).
property(obj2, mug).
object(obj3).
property(obj3, dirty).
property(obj3, pan).
object(obj4).
property(obj4, grater).
object(obj5).
property(obj5, mug).
object(obj6).
property(obj6, decorative).
property(obj6, mug).
object(obj7).
property(obj7, decorative).
property(obj7, mug).
referring_expression(the_mug).",the mug,object5,mug
"Cameron and Charlie are in the restaurant. Cameron is serving. Charlie is next to bottle opener, flashlight, pair of scissors, decorative plate, plate, decorative plate, decorative plate. Cameron asks Charlie to hand them the plate.",Cameron and Charlie,restaurant,serving,"setting(restaurant).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, bottle).
property(obj1, opener).
object(obj2).
property(obj2, flashlight).
object(obj3).
property(obj3, pair).
property(obj3, of).
property(obj3, scissors).
object(obj4).
property(obj4, decorative).
property(obj4, plate).
object(obj5).
property(obj5, plate).
object(obj6).
property(obj6, decorative).
property(obj6, plate).
object(obj7).
property(obj7, decorative).
property(obj7, plate).
referring_expression(the_plate).",the plate,object5,plate
"Cameron and Charlie are in the banquet hall. Cameron is serving. Charlie is next to calculator, notebook, decorative mug, pen, mug. Cameron asks Charlie to hand them the mug.",Cameron and Charlie,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, calculator).
object(obj2).
property(obj2, notebook).
object(obj3).
property(obj3, decorative).
property(obj3, mug).
object(obj4).
property(obj4, pen).
object(obj5).
property(obj5, mug).
referring_expression(the_mug).",the mug,object5,mug
"Morgan and Riley are in the kitchen. Morgan is serving. Riley is next to stapler, paper clip, decorative mug, mug, document. Morgan asks Riley to hand them the mug.",Morgan and Riley,kitchen,serving,"setting(kitchen).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, stapler).
object(obj2).
property(obj2, paper).
property(obj2, clip).
object(obj3).
property(obj3, decorative).
property(obj3, mug).
object(obj4).
property(obj4, mug).
object(obj5).
property(obj5, document).
referring_expression(the_mug).",the mug,object4,mug
"Morgan and Riley are in the banquet hall. Morgan is serving. Riley is next to decorative plate, decorative plate, screwdriver, wrench, decorative plate, plate, hammer. Morgan asks Riley to hand them the plate.",Morgan and Riley,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, decorative).
property(obj1, plate).
object(obj2).
property(obj2, decorative).
property(obj2, plate).
object(obj3).
property(obj3, screwdriver).
object(obj4).
property(obj4, wrench).
object(obj5).
property(obj5, decorative).
property(obj5, plate).
object(obj6).
property(obj6, plate).
object(obj7).
property(obj7, hammer).
referring_expression(the_plate).",the plate,object6,plate
"Casey and Skyler are in the living room. Casey is serving. Skyler is next to rolling pin, dirty pan, plate, decorative plate, grater, decorative plate, decorative plate. Casey asks Skyler to hand them the plate.",Casey and Skyler,living room,serving,"setting(living_room).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, rolling).
property(obj1, pin).
object(obj2).
property(obj2, dirty).
property(obj2, pan).
object(obj3).
property(obj3, plate).
object(obj4).
property(obj4, decorative).
property(obj4, plate).
object(obj5).
property(obj5, grater).
object(obj6).
property(obj6, decorative).
property(obj6, plate).
object(obj7).
property(obj7, decorative).
property(obj7, plate).
referring_expression(the_plate).",the plate,object3,plate
"Morgan and Riley are in the banquet hall. Morgan is serving. Riley is next to plate, apple, banana, bread, decorative plate. Morgan asks Riley to hand them the plate.",Morgan and Riley,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, plate).
object(obj2).
property(obj2, apple).
object(obj3).
property(obj3, banana).
object(obj4).
property(obj4, bread).
object(obj5).
property(obj5, decorative).
property(obj5, plate).
referring_expression(the_plate).",the plate,object1,plate
"Cameron and Charlie are in the restaurant. Cameron is serving. Charlie is next to water bottle, cookie, decorative bowl, snack bar, bowl. Cameron asks Charlie to hand them the bowl.",Cameron and Charlie,restaurant,serving,"setting(restaurant).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, water).
property(obj1, bottle).
object(obj2).
property(obj2, cookie).
object(obj3).
property(obj3, decorative).
property(obj3, bowl).
object(obj4).
property(obj4, snack).
property(obj4, bar).
object(obj5).
property(obj5, bowl).
referring_expression(the_bowl).",the bowl,object5,bowl
"Morgan and Riley are in the garden. Morgan is serving. Riley is next to tray, decorative tray, lamp, decorative tray, book, plant. Morgan asks Riley to hand them the tray.",Morgan and Riley,garden,serving,"setting(garden).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, tray).
object(obj2).
property(obj2, decorative).
property(obj2, tray).
object(obj3).
property(obj3, lamp).
object(obj4).
property(obj4, decorative).
property(obj4, tray).
object(obj5).
property(obj5, book).
object(obj6).
property(obj6, plant).
referring_expression(the_tray).",the tray,object1,tray
"Jordan and Taylor are in the banquet hall. Jordan is serving. Taylor is next to decorative mug, remote control, decorative mug, mug, throw pillow, magazine. Jordan asks Taylor to hand them the mug.",Jordan and Taylor,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, decorative).
property(obj1, mug).
object(obj2).
property(obj2, remote).
property(obj2, control).
object(obj3).
property(obj3, decorative).
property(obj3, mug).
object(obj4).
property(obj4, mug).
object(obj5).
property(obj5, throw).
property(obj5, pillow).
object(obj6).
property(obj6, magazine).
referring_expression(the_mug).",the mug,object4,mug
"Cameron and Charlie are in the restaurant. Cameron is serving. Charlie is next to book, plate, decorative plate, plant, decorative plate, lamp. Cameron asks Charlie to hand them the plate.",Cameron and Charlie,restaurant,serving,"setting(restaurant).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, book).
object(obj2).
property(obj2, plate).
object(obj3).
property(obj3, decorative).
property(obj3, plate).
object(obj4).
property(obj4, plant).
object(obj5).
property(obj5, decorative).
property(obj5, plate).
object(obj6).
property(obj6, lamp).
referring_expression(the_plate).",the plate,object2,plate
"Cameron and Charlie are in the garden. Cameron is serving. Charlie is next to tray, decorative tray, throw pillow, magazine, decorative tray, remote control. Cameron asks Charlie to hand them the tray.",Cameron and Charlie,garden,serving,"setting(garden).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, tray).
object(obj2).
property(obj2, decorative).
property(obj2, tray).
object(obj3).
property(obj3, throw).
property(obj3, pillow).
object(obj4).
property(obj4, magazine).
object(obj5).
property(obj5, decorative).
property(obj5, tray).
object(obj6).
property(obj6, remote).
property(obj6, control).
referring_expression(the_tray).",the tray,object1,tray
"Cameron and Charlie are in the dining room. Cameron is serving. Charlie is next to paintbrush, paint can, decorative cup, sandpaper, cup. Cameron asks Charlie to hand them the cup.",Cameron and Charlie,dining room,serving,"setting(dining_room).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, paintbrush).
object(obj2).
property(obj2, paint).
property(obj2, can).
object(obj3).
property(obj3, decorative).
property(obj3, cup).
object(obj4).
property(obj4, sandpaper).
object(obj5).
property(obj5, cup).
referring_expression(the_cup).",the cup,object5,cup
"Morgan and Riley are in the living room. Morgan is serving. Riley is next to tray, decorative tray, rolling pin, grater, dirty pan. Morgan asks Riley to hand them the tray.",Morgan and Riley,living room,serving,"setting(living_room).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, tray).
object(obj2).
property(obj2, decorative).
property(obj2, tray).
object(obj3).
property(obj3, rolling).
property(obj3, pin).
object(obj4).
property(obj4, grater).
object(obj5).
property(obj5, dirty).
property(obj5, pan).
referring_expression(the_tray).",the tray,object1,tray
"Morgan and Riley are in the dining room. Morgan is serving. Riley is next to ladle, whisk, spatula, mug, decorative mug. Morgan asks Riley to hand them the mug.",Morgan and Riley,dining room,serving,"setting(dining_room).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, ladle).
object(obj2).
property(obj2, whisk).
object(obj3).
property(obj3, spatula).
object(obj4).
property(obj4, mug).
object(obj5).
property(obj5, decorative).
property(obj5, mug).
referring_expression(the_mug).",the mug,object4,mug
"Jordan and Taylor are in the banquet hall. Jordan is serving. Taylor is next to bottle opener, pair of scissors, flashlight, decorative cup, decorative cup, cup. Jordan asks Taylor to hand them the cup.",Jordan and Taylor,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, bottle).
property(obj1, opener).
object(obj2).
property(obj2, pair).
property(obj2, of).
property(obj2, scissors).
object(obj3).
property(obj3, flashlight).
object(obj4).
property(obj4, decorative).
property(obj4, cup).
object(obj5).
property(obj5, decorative).
property(obj5, cup).
object(obj6).
property(obj6, cup).
referring_expression(the_cup).",the cup,object6,cup
"Alex and Bailey are in the banquet hall. Alex is serving. Bailey is next to paint can, paintbrush, sandpaper, plate, decorative plate, decorative plate. Alex asks Bailey to hand them the plate.",Alex and Bailey,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, paint).
property(obj1, can).
object(obj2).
property(obj2, paintbrush).
object(obj3).
property(obj3, sandpaper).
object(obj4).
property(obj4, plate).
object(obj5).
property(obj5, decorative).
property(obj5, plate).
object(obj6).
property(obj6, decorative).
property(obj6, plate).
referring_expression(the_plate).",the plate,object4,plate
"Casey and Skyler are in the dining room. Casey is serving. Skyler is next to snack bar, mug, decorative mug, cookie, water bottle, decorative mug. Casey asks Skyler to hand them the mug.",Casey and Skyler,dining room,serving,"setting(dining_room).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, snack).
property(obj1, bar).
object(obj2).
property(obj2, mug).
object(obj3).
property(obj3, decorative).
property(obj3, mug).
object(obj4).
property(obj4, cookie).
object(obj5).
property(obj5, water).
property(obj5, bottle).
object(obj6).
property(obj6, decorative).
property(obj6, mug).
referring_expression(the_mug).",the mug,object2,mug
"Alex and Bailey are in the banquet hall. Alex is serving. Bailey is next to decorative bowl, decorative bowl, water bottle, bowl, cookie, snack bar. Alex asks Bailey to hand them the bowl.",Alex and Bailey,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, decorative).
property(obj1, bowl).
object(obj2).
property(obj2, decorative).
property(obj2, bowl).
object(obj3).
property(obj3, water).
property(obj3, bottle).
object(obj4).
property(obj4, bowl).
object(obj5).
property(obj5, cookie).
object(obj6).
property(obj6, snack).
property(obj6, bar).
referring_expression(the_bowl).",the bowl,object4,bowl
"Morgan and Riley are in the garden. Morgan is serving. Riley is next to plant, decorative mug, book, decorative mug, lamp, mug. Morgan asks Riley to hand them the mug.",Morgan and Riley,garden,serving,"setting(garden).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, plant).
object(obj2).
property(obj2, decorative).
property(obj2, mug).
object(obj3).
property(obj3, book).
object(obj4).
property(obj4, decorative).
property(obj4, mug).
object(obj5).
property(obj5, lamp).
object(obj6).
property(obj6, mug).
referring_expression(the_mug).",the mug,object6,mug
"Morgan and Riley are in the restaurant. Morgan is serving. Riley is next to rolling pin, decorative plate, grater, plate, decorative plate, dirty pan. Morgan asks Riley to hand them the plate.",Morgan and Riley,restaurant,serving,"setting(restaurant).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, rolling).
property(obj1, pin).
object(obj2).
property(obj2, decorative).
property(obj2, plate).
object(obj3).
property(obj3, grater).
object(obj4).
property(obj4, plate).
object(obj5).
property(obj5, decorative).
property(obj5, plate).
object(obj6).
property(obj6, dirty).
property(obj6, pan).
referring_expression(the_plate).",the plate,object4,plate
"Cameron and Charlie are in the dining room. Cameron is serving. Charlie is next to lamp, book, decorative bowl, plant, decorative bowl, bowl. Cameron asks Charlie to hand them the bowl.",Cameron and Charlie,dining room,serving,"setting(dining_room).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, lamp).
object(obj2).
property(obj2, book).
object(obj3).
property(obj3, decorative).
property(obj3, bowl).
object(obj4).
property(obj4, plant).
object(obj5).
property(obj5, decorative).
property(obj5, bowl).
object(obj6).
property(obj6, bowl).
referring_expression(the_bowl).",the bowl,object6,bowl
"Morgan and Riley are in the dining room. Morgan is serving. Riley is next to decorative cup, decorative cup, empty spray bottle, broom, dustpan, cup. Morgan asks Riley to hand them the cup.",Morgan and Riley,dining room,serving,"setting(dining_room).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, decorative).
property(obj1, cup).
object(obj2).
property(obj2, decorative).
property(obj2, cup).
object(obj3).
property(obj3, empty).
property(obj3, spray).
property(obj3, bottle).
object(obj4).
property(obj4, broom).
object(obj5).
property(obj5, dustpan).
object(obj6).
property(obj6, cup).
referring_expression(the_cup).",the cup,object6,cup
"Casey and Skyler are in the garden. Casey is serving. Skyler is next to cookie, decorative cup, snack bar, cup, decorative cup, water bottle. Casey asks Skyler to hand them the cup.",Casey and Skyler,garden,serving,"setting(garden).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, cookie).
object(obj2).
property(obj2, decorative).
property(obj2, cup).
object(obj3).
property(obj3, snack).
property(obj3, bar).
object(obj4).
property(obj4, cup).
object(obj5).
property(obj5, decorative).
property(obj5, cup).
object(obj6).
property(obj6, water).
property(obj6, bottle).
referring_expression(the_cup).",the cup,object4,cup
"Cameron and Charlie are in the garden. Cameron is serving. Charlie is next to decorative mug, document, paper clip, stapler, mug, decorative mug, decorative mug. Cameron asks Charlie to hand them the mug.",Cameron and Charlie,garden,serving,"setting(garden).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, decorative).
property(obj1, mug).
object(obj2).
property(obj2, document).
object(obj3).
property(obj3, paper).
property(obj3, clip).
object(obj4).
property(obj4, stapler).
object(obj5).
property(obj5, mug).
object(obj6).
property(obj6, decorative).
property(obj6, mug).
object(obj7).
property(obj7, decorative).
property(obj7, mug).
referring_expression(the_mug).",the mug,object5,mug
"Cameron and Charlie are in the dining room. Cameron is serving. Charlie is next to paper clip, decorative cup, document, decorative cup, stapler, cup. Cameron asks Charlie to hand them the cup.",Cameron and Charlie,dining room,serving,"setting(dining_room).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, paper).
property(obj1, clip).
object(obj2).
property(obj2, decorative).
property(obj2, cup).
object(obj3).
property(obj3, document).
object(obj4).
property(obj4, decorative).
property(obj4, cup).
object(obj5).
property(obj5, stapler).
object(obj6).
property(obj6, cup).
referring_expression(the_cup).",the cup,object6,cup
"Cameron and Charlie are in the living room. Cameron is serving. Charlie is next to document, decorative plate, plate, decorative plate, paper clip, stapler. Cameron asks Charlie to hand them the plate.",Cameron and Charlie,living room,serving,"setting(living_room).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, document).
object(obj2).
property(obj2, decorative).
property(obj2, plate).
object(obj3).
property(obj3, plate).
object(obj4).
property(obj4, decorative).
property(obj4, plate).
object(obj5).
property(obj5, paper).
property(obj5, clip).
object(obj6).
property(obj6, stapler).
referring_expression(the_plate).",the plate,object3,plate
"Casey and Skyler are in the kitchen. Casey is serving. Skyler is next to ladle, spatula, decorative bowl, bowl, whisk. Casey asks Skyler to hand them the bowl.",Casey and Skyler,kitchen,serving,"setting(kitchen).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, ladle).
object(obj2).
property(obj2, spatula).
object(obj3).
property(obj3, decorative).
property(obj3, bowl).
object(obj4).
property(obj4, bowl).
object(obj5).
property(obj5, whisk).
referring_expression(the_bowl).",the bowl,object4,bowl
"Cameron and Charlie are in the living room. Cameron is serving. Charlie is next to decorative cup, bread, cup, apple, decorative cup, banana. Cameron asks Charlie to hand them the cup.",Cameron and Charlie,living room,serving,"setting(living_room).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, decorative).
property(obj1, cup).
object(obj2).
property(obj2, bread).
object(obj3).
property(obj3, cup).
object(obj4).
property(obj4, apple).
object(obj5).
property(obj5, decorative).
property(obj5, cup).
object(obj6).
property(obj6, banana).
referring_expression(the_cup).",the cup,object3,cup
"Casey and Skyler are in the garden. Casey is serving. Skyler is next to decorative cup, dustpan, cup, empty spray bottle, broom, decorative cup. Casey asks Skyler to hand them the cup.",Casey and Skyler,garden,serving,"setting(garden).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, decorative).
property(obj1, cup).
object(obj2).
property(obj2, dustpan).
object(obj3).
property(obj3, cup).
object(obj4).
property(obj4, empty).
property(obj4, spray).
property(obj4, bottle).
object(obj5).
property(obj5, broom).
object(obj6).
property(obj6, decorative).
property(obj6, cup).
referring_expression(the_cup).",the cup,object3,cup
"Casey and Skyler are in the dining room. Casey is serving. Skyler is next to plate, decorative plate, rolling pin, decorative plate, decorative plate, dirty pan, grater. Casey asks Skyler to hand them the plate.",Casey and Skyler,dining room,serving,"setting(dining_room).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, plate).
object(obj2).
property(obj2, decorative).
property(obj2, plate).
object(obj3).
property(obj3, rolling).
property(obj3, pin).
object(obj4).
property(obj4, decorative).
property(obj4, plate).
object(obj5).
property(obj5, decorative).
property(obj5, plate).
object(obj6).
property(obj6, dirty).
property(obj6, pan).
object(obj7).
property(obj7, grater).
referring_expression(the_plate).",the plate,object1,plate
"Alex and Bailey are in the living room. Alex is serving. Bailey is next to decorative plate, book, lamp, plate, plant, decorative plate. Alex asks Bailey to hand them the plate.",Alex and Bailey,living room,serving,"setting(living_room).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, decorative).
property(obj1, plate).
object(obj2).
property(obj2, book).
object(obj3).
property(obj3, lamp).
object(obj4).
property(obj4, plate).
object(obj5).
property(obj5, plant).
object(obj6).
property(obj6, decorative).
property(obj6, plate).
referring_expression(the_plate).",the plate,object4,plate
"Jordan and Taylor are in the garden. Jordan is serving. Taylor is next to snack bar, cookie, water bottle, decorative plate, plate, decorative plate. Jordan asks Taylor to hand them the plate.",Jordan and Taylor,garden,serving,"setting(garden).
task(serving).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, snack).
property(obj1, bar).
object(obj2).
property(obj2, cookie).
object(obj3).
property(obj3, water).
property(obj3, bottle).
object(obj4).
property(obj4, decorative).
property(obj4, plate).
object(obj5).
property(obj5, plate).
object(obj6).
property(obj6, decorative).
property(obj6, plate).
referring_expression(the_plate).",the plate,object5,plate
"Morgan and Riley are in the restaurant. Morgan is serving. Riley is next to mug, throw pillow, remote control, decorative mug, decorative mug, magazine. Morgan asks Riley to hand them the mug.",Morgan and Riley,restaurant,serving,"setting(restaurant).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, mug).
object(obj2).
property(obj2, throw).
property(obj2, pillow).
object(obj3).
property(obj3, remote).
property(obj3, control).
object(obj4).
property(obj4, decorative).
property(obj4, mug).
object(obj5).
property(obj5, decorative).
property(obj5, mug).
object(obj6).
property(obj6, magazine).
referring_expression(the_mug).",the mug,object1,mug
"Alex and Bailey are in the living room. Alex is serving. Bailey is next to document, decorative plate, plate, paper clip, decorative plate, stapler. Alex asks Bailey to hand them the plate.",Alex and Bailey,living room,serving,"setting(living_room).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, document).
object(obj2).
property(obj2, decorative).
property(obj2, plate).
object(obj3).
property(obj3, plate).
object(obj4).
property(obj4, paper).
property(obj4, clip).
object(obj5).
property(obj5, decorative).
property(obj5, plate).
object(obj6).
property(obj6, stapler).
referring_expression(the_plate).",the plate,object3,plate
