prompt,name_pair,location,task,prolog,referring_expression,referent_object,referent_natural
"Jordan and Taylor are in the dining room. Jordan is serving. Taylor is next to dirty cup, magazine, remote control, throw pillow, clean spoon, clean cup. Jordan asks Taylor to hand them the cup.",Jordan and Taylor,dining room,serving,"setting(dining_room).
task(serving).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, dirty).
property(obj1, cup).
object(obj2).
property(obj2, magazine).
object(obj3).
property(obj3, remote).
property(obj3, control).
object(obj4).
property(obj4, throw).
property(obj4, pillow).
object(obj5).
property(obj5, clean).
property(obj5, spoon).
object(obj6).
property(obj6, clean).
property(obj6, cup).
referring_expression(the_cup).",the cup,object6,clean cup
"Casey and Skyler are in the garden. Casey is serving. Skyler is next to greasy spoon, clean spoon, clean bowl, stapler, document, dirty spoon, used spoon, paper clip. Casey asks Skyler to hand them the spoon.",Casey and Skyler,garden,serving,"setting(garden).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, greasy).
property(obj1, spoon).
object(obj2).
property(obj2, clean).
property(obj2, spoon).
object(obj3).
property(obj3, clean).
property(obj3, bowl).
object(obj4).
property(obj4, stapler).
object(obj5).
property(obj5, document).
object(obj6).
property(obj6, dirty).
property(obj6, spoon).
object(obj7).
property(obj7, used).
property(obj7, spoon).
object(obj8).
property(obj8, paper).
property(obj8, clip).
referring_expression(the_spoon).",the spoon,object2,clean spoon
"Cameron and Charlie are in the kitchen. Cameron is serving. Charlie is next to clean cup, whisk, clean mug, ladle, spatula, dirty cup. Cameron asks Charlie to hand them the cup.",Cameron and Charlie,kitchen,serving,"setting(kitchen).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, clean).
property(obj1, cup).
object(obj2).
property(obj2, whisk).
object(obj3).
property(obj3, clean).
property(obj3, mug).
object(obj4).
property(obj4, ladle).
object(obj5).
property(obj5, spatula).
object(obj6).
property(obj6, dirty).
property(obj6, cup).
referring_expression(the_cup).",the cup,object1,clean cup
"Alex and Bailey are in the banquet hall. Alex is serving. Bailey is next to clean mug, greasy plate, dirty plate, paint can, paintbrush, clean plate, sandpaper. Alex asks Bailey to hand them the plate.",Alex and Bailey,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, clean).
property(obj1, mug).
object(obj2).
property(obj2, greasy).
property(obj2, plate).
object(obj3).
property(obj3, dirty).
property(obj3, plate).
object(obj4).
property(obj4, paint).
property(obj4, can).
object(obj5).
property(obj5, paintbrush).
object(obj6).
property(obj6, clean).
property(obj6, plate).
object(obj7).
property(obj7, sandpaper).
referring_expression(the_plate).",the plate,object6,clean plate
"Casey and Skyler are in the banquet hall. Casey is serving. Skyler is next to snack bar, cookie, clean cup, water bottle, clean plate, dirty plate. Casey asks Skyler to hand them the plate.",Casey and Skyler,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, snack).
property(obj1, bar).
object(obj2).
property(obj2, cookie).
object(obj3).
property(obj3, clean).
property(obj3, cup).
object(obj4).
property(obj4, water).
property(obj4, bottle).
object(obj5).
property(obj5, clean).
property(obj5, plate).
object(obj6).
property(obj6, dirty).
property(obj6, plate).
referring_expression(the_plate).",the plate,object5,clean plate
"Cameron and Charlie are in the living room. Cameron is serving. Charlie is next to clean mug, flashlight, pair of scissors, used fork, clean fork, bottle opener, dirty fork. Cameron asks Charlie to hand them the fork.",Cameron and Charlie,living room,serving,"setting(living_room).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, clean).
property(obj1, mug).
object(obj2).
property(obj2, flashlight).
object(obj3).
property(obj3, pair).
property(obj3, of).
property(obj3, scissors).
object(obj4).
property(obj4, used).
property(obj4, fork).
object(obj5).
property(obj5, clean).
property(obj5, fork).
object(obj6).
property(obj6, bottle).
property(obj6, opener).
object(obj7).
property(obj7, dirty).
property(obj7, fork).
referring_expression(the_fork).",the fork,object5,clean fork
"Alex and Bailey are in the kitchen. Alex is serving. Bailey is next to stapler, paper clip, dirty cup, document, clean plate, clean cup. Alex asks Bailey to hand them the cup.",Alex and Bailey,kitchen,serving,"setting(kitchen).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, stapler).
object(obj2).
property(obj2, paper).
property(obj2, clip).
object(obj3).
property(obj3, dirty).
property(obj3, cup).
object(obj4).
property(obj4, document).
object(obj5).
property(obj5, clean).
property(obj5, plate).
object(obj6).
property(obj6, clean).
property(obj6, cup).
referring_expression(the_cup).",the cup,object6,clean cup
"Jordan and Taylor are in the dining room. Jordan is serving. Taylor is next to clean plate, broom, clean spoon, used spoon, dustpan, empty spray bottle, dirty spoon. Jordan asks Taylor to hand them the spoon.",Jordan and Taylor,dining room,serving,"setting(dining_room).
task(serving).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, clean).
property(obj1, plate).
object(obj2).
property(obj2, broom).
object(obj3).
property(obj3, clean).
property(obj3, spoon).
object(obj4).
property(obj4, used).
property(obj4, spoon).
object(obj5).
property(obj5, dustpan).
object(obj6).
property(obj6, empty).
property(obj6, spray).
property(obj6, bottle).
object(obj7).
property(obj7, dirty).
property(obj7, spoon).
referring_expression(the_spoon).",the spoon,object3,clean spoon
"Morgan and Riley are in the kitchen. Morgan is serving. Riley is next to pair of scissors, bottle opener, clean mug, clean fork, flashlight, dirty mug. Morgan asks Riley to hand them the mug.",Morgan and Riley,kitchen,serving,"setting(kitchen).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, pair).
property(obj1, of).
property(obj1, scissors).
object(obj2).
property(obj2, bottle).
property(obj2, opener).
object(obj3).
property(obj3, clean).
property(obj3, mug).
object(obj4).
property(obj4, clean).
property(obj4, fork).
object(obj5).
property(obj5, flashlight).
object(obj6).
property(obj6, dirty).
property(obj6, mug).
referring_expression(the_mug).",the mug,object3,clean mug
"Morgan and Riley are in the restaurant. Morgan is serving. Riley is next to paintbrush, used plate, sandpaper, clean fork, clean plate, dirty plate, paint can. Morgan asks Riley to hand them the plate.",Morgan and Riley,restaurant,serving,"setting(restaurant).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, paintbrush).
object(obj2).
property(obj2, used).
property(obj2, plate).
object(obj3).
property(obj3, sandpaper).
object(obj4).
property(obj4, clean).
property(obj4, fork).
object(obj5).
property(obj5, clean).
property(obj5, plate).
object(obj6).
property(obj6, dirty).
property(obj6, plate).
object(obj7).
property(obj7, paint).
property(obj7, can).
referring_expression(the_plate).",the plate,object5,clean plate
"Cameron and Charlie are in the garden. Cameron is serving. Charlie is next to broom, used fork, dustpan, empty spray bottle, clean fork, dirty fork, clean spoon. Cameron asks Charlie to hand them the fork.",Cameron and Charlie,garden,serving,"setting(garden).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, broom).
object(obj2).
property(obj2, used).
property(obj2, fork).
object(obj3).
property(obj3, dustpan).
object(obj4).
property(obj4, empty).
property(obj4, spray).
property(obj4, bottle).
object(obj5).
property(obj5, clean).
property(obj5, fork).
object(obj6).
property(obj6, dirty).
property(obj6, fork).
object(obj7).
property(obj7, clean).
property(obj7, spoon).
referring_expression(the_fork).",the fork,object5,clean fork
"Alex and Bailey are in the garden. Alex is serving. Bailey is next to dirty mug, pair of scissors, flashlight, bottle opener, used mug, clean mug, clean plate. Alex asks Bailey to hand them the mug.",Alex and Bailey,garden,serving,"setting(garden).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, dirty).
property(obj1, mug).
object(obj2).
property(obj2, pair).
property(obj2, of).
property(obj2, scissors).
object(obj3).
property(obj3, flashlight).
object(obj4).
property(obj4, bottle).
property(obj4, opener).
object(obj5).
property(obj5, used).
property(obj5, mug).
object(obj6).
property(obj6, clean).
property(obj6, mug).
object(obj7).
property(obj7, clean).
property(obj7, plate).
referring_expression(the_mug).",the mug,object6,clean mug
"Casey and Skyler are in the dining room. Casey is serving. Skyler is next to notebook, calculator, dirty spoon, clean spoon, clean fork, pen. Casey asks Skyler to hand them the spoon.",Casey and Skyler,dining room,serving,"setting(dining_room).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, notebook).
object(obj2).
property(obj2, calculator).
object(obj3).
property(obj3, dirty).
property(obj3, spoon).
object(obj4).
property(obj4, clean).
property(obj4, spoon).
object(obj5).
property(obj5, clean).
property(obj5, fork).
object(obj6).
property(obj6, pen).
referring_expression(the_spoon).",the spoon,object4,clean spoon
"Cameron and Charlie are in the restaurant. Cameron is serving. Charlie is next to clean fork, bottle opener, clean plate, dirty fork, flashlight, pair of scissors. Cameron asks Charlie to hand them the fork.",Cameron and Charlie,restaurant,serving,"setting(restaurant).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, clean).
property(obj1, fork).
object(obj2).
property(obj2, bottle).
property(obj2, opener).
object(obj3).
property(obj3, clean).
property(obj3, plate).
object(obj4).
property(obj4, dirty).
property(obj4, fork).
object(obj5).
property(obj5, flashlight).
object(obj6).
property(obj6, pair).
property(obj6, of).
property(obj6, scissors).
referring_expression(the_fork).",the fork,object1,clean fork
"Casey and Skyler are in the kitchen. Casey is serving. Skyler is next to dirty bowl, clean plate, notebook, clean bowl, calculator, used bowl, pen. Casey asks Skyler to hand them the bowl.",Casey and Skyler,kitchen,serving,"setting(kitchen).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, dirty).
property(obj1, bowl).
object(obj2).
property(obj2, clean).
property(obj2, plate).
object(obj3).
property(obj3, notebook).
object(obj4).
property(obj4, clean).
property(obj4, bowl).
object(obj5).
property(obj5, calculator).
object(obj6).
property(obj6, used).
property(obj6, bowl).
object(obj7).
property(obj7, pen).
referring_expression(the_bowl).",the bowl,object4,clean bowl
"Cameron and Charlie are in the kitchen. Cameron is serving. Charlie is next to clean plate, screwdriver, clean bowl, dirty bowl, hammer, wrench. Cameron asks Charlie to hand them the bowl.",Cameron and Charlie,kitchen,serving,"setting(kitchen).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, clean).
property(obj1, plate).
object(obj2).
property(obj2, screwdriver).
object(obj3).
property(obj3, clean).
property(obj3, bowl).
object(obj4).
property(obj4, dirty).
property(obj4, bowl).
object(obj5).
property(obj5, hammer).
object(obj6).
property(obj6, wrench).
referring_expression(the_bowl).",the bowl,object3,clean bowl
"Cameron and Charlie are in the restaurant. Cameron is serving. Charlie is next to notebook, dirty mug, clean mug, pen, calculator, used mug, clean fork. Cameron asks Charlie to hand them the mug.",Cameron and Charlie,restaurant,serving,"setting(restaurant).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, notebook).
object(obj2).
property(obj2, dirty).
property(obj2, mug).
object(obj3).
property(obj3, clean).
property(obj3, mug).
object(obj4).
property(obj4, pen).
object(obj5).
property(obj5, calculator).
object(obj6).
property(obj6, used).
property(obj6, mug).
object(obj7).
property(obj7, clean).
property(obj7, fork).
referring_expression(the_mug).",the mug,object3,clean mug
"Alex and Bailey are in the garden. Alex is serving. Bailey is next to calculator, pen, notebook, clean cup, clean fork, greasy fork, used fork, dirty fork. Alex asks Bailey to hand them the fork.",Alex and Bailey,garden,serving,"setting(garden).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, calculator).
object(obj2).
property(obj2, pen).
object(obj3).
property(obj3, notebook).
object(obj4).
property(obj4, clean).
property(obj4, cup).
object(obj5).
property(obj5, clean).
property(obj5, fork).
object(obj6).
property(obj6, greasy).
property(obj6, fork).
object(obj7).
property(obj7, used).
property(obj7, fork).
object(obj8).
property(obj8, dirty).
property(obj8, fork).
referring_expression(the_fork).",the fork,object5,clean fork
"Cameron and Charlie are in the banquet hall. Cameron is serving. Charlie is next to clean spoon, document, dirty cup, paper clip, clean cup, stapler. Cameron asks Charlie to hand them the cup.",Cameron and Charlie,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, clean).
property(obj1, spoon).
object(obj2).
property(obj2, document).
object(obj3).
property(obj3, dirty).
property(obj3, cup).
object(obj4).
property(obj4, paper).
property(obj4, clip).
object(obj5).
property(obj5, clean).
property(obj5, cup).
object(obj6).
property(obj6, stapler).
referring_expression(the_cup).",the cup,object5,clean cup
"Morgan and Riley are in the garden. Morgan is serving. Riley is next to paper clip, clean spoon, stapler, greasy mug, dirty mug, document, clean mug. Morgan asks Riley to hand them the mug.",Morgan and Riley,garden,serving,"setting(garden).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, paper).
property(obj1, clip).
object(obj2).
property(obj2, clean).
property(obj2, spoon).
object(obj3).
property(obj3, stapler).
object(obj4).
property(obj4, greasy).
property(obj4, mug).
object(obj5).
property(obj5, dirty).
property(obj5, mug).
object(obj6).
property(obj6, document).
object(obj7).
property(obj7, clean).
property(obj7, mug).
referring_expression(the_mug).",the mug,object7,clean mug
"Cameron and Charlie are in the restaurant. Cameron is serving. Charlie is next to clean mug, screwdriver, dirty mug, clean bowl, wrench, hammer. Cameron asks Charlie to hand them the mug.",Cameron and Charlie,restaurant,serving,"setting(restaurant).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, clean).
property(obj1, mug).
object(obj2).
property(obj2, screwdriver).
object(obj3).
property(obj3, dirty).
property(obj3, mug).
object(obj4).
property(obj4, clean).
property(obj4, bowl).
object(obj5).
property(obj5, wrench).
object(obj6).
property(obj6, hammer).
referring_expression(the_mug).",the mug,object1,clean mug
"Cameron and Charlie are in the living room. Cameron is serving. Charlie is next to clean mug, clean bowl, paint can, paintbrush, sandpaper, dirty bowl. Cameron asks Charlie to hand them the bowl.",Cameron and Charlie,living room,serving,"setting(living_room).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, clean).
property(obj1, mug).
object(obj2).
property(obj2, clean).
property(obj2, bowl).
object(obj3).
property(obj3, paint).
property(obj3, can).
object(obj4).
property(obj4, paintbrush).
object(obj5).
property(obj5, sandpaper).
object(obj6).
property(obj6, dirty).
property(obj6, bowl).
referring_expression(the_bowl).",the bowl,object2,clean bowl
"Alex and Bailey are in the garden. Alex is serving. Bailey is next to clean bowl, used spoon, pen, calculator, dirty spoon, clean spoon, notebook. Alex asks Bailey to hand them the spoon.",Alex and Bailey,garden,serving,"setting(garden).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, clean).
property(obj1, bowl).
object(obj2).
property(obj2, used).
property(obj2, spoon).
object(obj3).
property(obj3, pen).
object(obj4).
property(obj4, calculator).
object(obj5).
property(obj5, dirty).
property(obj5, spoon).
object(obj6).
property(obj6, clean).
property(obj6, spoon).
object(obj7).
property(obj7, notebook).
referring_expression(the_spoon).",the spoon,object6,clean spoon
"Morgan and Riley are in the living room. Morgan is serving. Riley is next to clean mug, used mug, dustpan, empty spray bottle, clean fork, dirty mug, broom. Morgan asks Riley to hand them the mug.",Morgan and Riley,living room,serving,"setting(living_room).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, clean).
property(obj1, mug).
object(obj2).
property(obj2, used).
property(obj2, mug).
object(obj3).
property(obj3, dustpan).
object(obj4).
property(obj4, empty).
property(obj4, spray).
property(obj4, bottle).
object(obj5).
property(obj5, clean).
property(obj5, fork).
object(obj6).
property(obj6, dirty).
property(obj6, mug).
object(obj7).
property(obj7, broom).
referring_expression(the_mug).",the mug,object1,clean mug
"Alex and Bailey are in the banquet hall. Alex is serving. Bailey is next to whisk, dirty plate, clean bowl, clean plate, ladle, used plate, spatula. Alex asks Bailey to hand them the plate.",Alex and Bailey,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, whisk).
object(obj2).
property(obj2, dirty).
property(obj2, plate).
object(obj3).
property(obj3, clean).
property(obj3, bowl).
object(obj4).
property(obj4, clean).
property(obj4, plate).
object(obj5).
property(obj5, ladle).
object(obj6).
property(obj6, used).
property(obj6, plate).
object(obj7).
property(obj7, spatula).
referring_expression(the_plate).",the plate,object4,clean plate
"Casey and Skyler are in the dining room. Casey is serving. Skyler is next to remote control, clean fork, throw pillow, dirty plate, used plate, clean plate, magazine. Casey asks Skyler to hand them the plate.",Casey and Skyler,dining room,serving,"setting(dining_room).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, remote).
property(obj1, control).
object(obj2).
property(obj2, clean).
property(obj2, fork).
object(obj3).
property(obj3, throw).
property(obj3, pillow).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
object(obj5).
property(obj5, used).
property(obj5, plate).
object(obj6).
property(obj6, clean).
property(obj6, plate).
object(obj7).
property(obj7, magazine).
referring_expression(the_plate).",the plate,object6,clean plate
"Alex and Bailey are in the dining room. Alex is serving. Bailey is next to bottle opener, used spoon, dirty spoon, clean fork, flashlight, clean spoon, pair of scissors. Alex asks Bailey to hand them the spoon.",Alex and Bailey,dining room,serving,"setting(dining_room).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, bottle).
property(obj1, opener).
object(obj2).
property(obj2, used).
property(obj2, spoon).
object(obj3).
property(obj3, dirty).
property(obj3, spoon).
object(obj4).
property(obj4, clean).
property(obj4, fork).
object(obj5).
property(obj5, flashlight).
object(obj6).
property(obj6, clean).
property(obj6, spoon).
object(obj7).
property(obj7, pair).
property(obj7, of).
property(obj7, scissors).
referring_expression(the_spoon).",the spoon,object6,clean spoon
"Jordan and Taylor are in the kitchen. Jordan is serving. Taylor is next to clean fork, stapler, dirty fork, used fork, paper clip, clean plate, document. Jordan asks Taylor to hand them the fork.",Jordan and Taylor,kitchen,serving,"setting(kitchen).
task(serving).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, clean).
property(obj1, fork).
object(obj2).
property(obj2, stapler).
object(obj3).
property(obj3, dirty).
property(obj3, fork).
object(obj4).
property(obj4, used).
property(obj4, fork).
object(obj5).
property(obj5, paper).
property(obj5, clip).
object(obj6).
property(obj6, clean).
property(obj6, plate).
object(obj7).
property(obj7, document).
referring_expression(the_fork).",the fork,object1,clean fork
"Jordan and Taylor are in the kitchen. Jordan is serving. Taylor is next to whisk, clean spoon, clean mug, dirty spoon, ladle, spatula. Jordan asks Taylor to hand them the spoon.",Jordan and Taylor,kitchen,serving,"setting(kitchen).
task(serving).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, whisk).
object(obj2).
property(obj2, clean).
property(obj2, spoon).
object(obj3).
property(obj3, clean).
property(obj3, mug).
object(obj4).
property(obj4, dirty).
property(obj4, spoon).
object(obj5).
property(obj5, ladle).
object(obj6).
property(obj6, spatula).
referring_expression(the_spoon).",the spoon,object2,clean spoon
"Jordan and Taylor are in the banquet hall. Jordan is serving. Taylor is next to snack bar, clean plate, water bottle, used mug, dirty mug, cookie, clean mug, greasy mug. Jordan asks Taylor to hand them the mug.",Jordan and Taylor,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, snack).
property(obj1, bar).
object(obj2).
property(obj2, clean).
property(obj2, plate).
object(obj3).
property(obj3, water).
property(obj3, bottle).
object(obj4).
property(obj4, used).
property(obj4, mug).
object(obj5).
property(obj5, dirty).
property(obj5, mug).
object(obj6).
property(obj6, cookie).
object(obj7).
property(obj7, clean).
property(obj7, mug).
object(obj8).
property(obj8, greasy).
property(obj8, mug).
referring_expression(the_mug).",the mug,object7,clean mug
"Alex and Bailey are in the restaurant. Alex is serving. Bailey is next to dirty mug, clean mug, rolling pin, dirty pan, clean plate, grater. Alex asks Bailey to hand them the mug.",Alex and Bailey,restaurant,serving,"setting(restaurant).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, dirty).
property(obj1, mug).
object(obj2).
property(obj2, clean).
property(obj2, mug).
object(obj3).
property(obj3, rolling).
property(obj3, pin).
object(obj4).
property(obj4, dirty).
property(obj4, pan).
object(obj5).
property(obj5, clean).
property(obj5, plate).
object(obj6).
property(obj6, grater).
referring_expression(the_mug).",the mug,object2,clean mug
"Casey and Skyler are in the kitchen. Casey is serving. Skyler is next to magazine, clean cup, dirty cup, remote control, clean mug, throw pillow. Casey asks Skyler to hand them the cup.",Casey and Skyler,kitchen,serving,"setting(kitchen).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, magazine).
object(obj2).
property(obj2, clean).
property(obj2, cup).
object(obj3).
property(obj3, dirty).
property(obj3, cup).
object(obj4).
property(obj4, remote).
property(obj4, control).
object(obj5).
property(obj5, clean).
property(obj5, mug).
object(obj6).
property(obj6, throw).
property(obj6, pillow).
referring_expression(the_cup).",the cup,object2,clean cup
"Cameron and Charlie are in the dining room. Cameron is serving. Charlie is next to paint can, sandpaper, clean mug, clean spoon, paintbrush, dirty spoon. Cameron asks Charlie to hand them the spoon.",Cameron and Charlie,dining room,serving,"setting(dining_room).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, paint).
property(obj1, can).
object(obj2).
property(obj2, sandpaper).
object(obj3).
property(obj3, clean).
property(obj3, mug).
object(obj4).
property(obj4, clean).
property(obj4, spoon).
object(obj5).
property(obj5, paintbrush).
object(obj6).
property(obj6, dirty).
property(obj6, spoon).
referring_expression(the_spoon).",the spoon,object4,clean spoon
"Cameron and Charlie are in the garden. Cameron is serving. Charlie is next to clean fork, calculator, pen, dirty mug, notebook, clean mug, used mug. Cameron asks Charlie to hand them the mug.",Cameron and Charlie,garden,serving,"setting(garden).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, clean).
property(obj1, fork).
object(obj2).
property(obj2, calculator).
object(obj3).
property(obj3, pen).
object(obj4).
property(obj4, dirty).
property(obj4, mug).
object(obj5).
property(obj5, notebook).
object(obj6).
property(obj6, clean).
property(obj6, mug).
object(obj7).
property(obj7, used).
property(obj7, mug).
referring_expression(the_mug).",the mug,object6,clean mug
"Alex and Bailey are in the living room. Alex is serving. Bailey is next to pen, calculator, used fork, dirty fork, clean mug, clean fork, notebook. Alex asks Bailey to hand them the fork.",Alex and Bailey,living room,serving,"setting(living_room).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, pen).
object(obj2).
property(obj2, calculator).
object(obj3).
property(obj3, used).
property(obj3, fork).
object(obj4).
property(obj4, dirty).
property(obj4, fork).
object(obj5).
property(obj5, clean).
property(obj5, mug).
object(obj6).
property(obj6, clean).
property(obj6, fork).
object(obj7).
property(obj7, notebook).
referring_expression(the_fork).",the fork,object6,clean fork
"Alex and Bailey are in the garden. Alex is serving. Bailey is next to screwdriver, hammer, clean plate, dirty fork, clean fork, wrench, used fork. Alex asks Bailey to hand them the fork.",Alex and Bailey,garden,serving,"setting(garden).
task(serving).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, screwdriver).
object(obj2).
property(obj2, hammer).
object(obj3).
property(obj3, clean).
property(obj3, plate).
object(obj4).
property(obj4, dirty).
property(obj4, fork).
object(obj5).
property(obj5, clean).
property(obj5, fork).
object(obj6).
property(obj6, wrench).
object(obj7).
property(obj7, used).
property(obj7, fork).
referring_expression(the_fork).",the fork,object5,clean fork
"Cameron and Charlie are in the banquet hall. Cameron is serving. Charlie is next to greasy spoon, clean cup, used spoon, bottle opener, pair of scissors, flashlight, clean spoon, dirty spoon. Cameron asks Charlie to hand them the spoon.",Cameron and Charlie,banquet hall,serving,"setting(banquet_hall).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, greasy).
property(obj1, spoon).
object(obj2).
property(obj2, clean).
property(obj2, cup).
object(obj3).
property(obj3, used).
property(obj3, spoon).
object(obj4).
property(obj4, bottle).
property(obj4, opener).
object(obj5).
property(obj5, pair).
property(obj5, of).
property(obj5, scissors).
object(obj6).
property(obj6, flashlight).
object(obj7).
property(obj7, clean).
property(obj7, spoon).
object(obj8).
property(obj8, dirty).
property(obj8, spoon).
referring_expression(the_spoon).",the spoon,object7,clean spoon
"Cameron and Charlie are in the kitchen. Cameron is serving. Charlie is next to clean spoon, notebook, calculator, clean plate, pen, dirty spoon, greasy spoon. Cameron asks Charlie to hand them the spoon.",Cameron and Charlie,kitchen,serving,"setting(kitchen).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, clean).
property(obj1, spoon).
object(obj2).
property(obj2, notebook).
object(obj3).
property(obj3, calculator).
object(obj4).
property(obj4, clean).
property(obj4, plate).
object(obj5).
property(obj5, pen).
object(obj6).
property(obj6, dirty).
property(obj6, spoon).
object(obj7).
property(obj7, greasy).
property(obj7, spoon).
referring_expression(the_spoon).",the spoon,object1,clean spoon
"Jordan and Taylor are in the dining room. Jordan is serving. Taylor is next to dirty plate, book, plant, clean spoon, clean plate, lamp. Jordan asks Taylor to hand them the plate.",Jordan and Taylor,dining room,serving,"setting(dining_room).
task(serving).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, dirty).
property(obj1, plate).
object(obj2).
property(obj2, book).
object(obj3).
property(obj3, plant).
object(obj4).
property(obj4, clean).
property(obj4, spoon).
object(obj5).
property(obj5, clean).
property(obj5, plate).
object(obj6).
property(obj6, lamp).
referring_expression(the_plate).",the plate,object5,clean plate
"Cameron and Charlie are in the dining room. Cameron is serving. Charlie is next to notebook, clean bowl, calculator, greasy spoon, pen, dirty spoon, clean spoon. Cameron asks Charlie to hand them the spoon.",Cameron and Charlie,dining room,serving,"setting(dining_room).
task(serving).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, notebook).
object(obj2).
property(obj2, clean).
property(obj2, bowl).
object(obj3).
property(obj3, calculator).
object(obj4).
property(obj4, greasy).
property(obj4, spoon).
object(obj5).
property(obj5, pen).
object(obj6).
property(obj6, dirty).
property(obj6, spoon).
object(obj7).
property(obj7, clean).
property(obj7, spoon).
referring_expression(the_spoon).",the spoon,object7,clean spoon
"Casey and Skyler are in the living room. Casey is serving. Skyler is next to hammer, screwdriver, clean plate, dirty plate, used plate, wrench, clean bowl. Casey asks Skyler to hand them the plate.",Casey and Skyler,living room,serving,"setting(living_room).
task(serving).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, hammer).
object(obj2).
property(obj2, screwdriver).
object(obj3).
property(obj3, clean).
property(obj3, plate).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
object(obj5).
property(obj5, used).
property(obj5, plate).
object(obj6).
property(obj6, wrench).
object(obj7).
property(obj7, clean).
property(obj7, bowl).
referring_expression(the_plate).",the plate,object3,clean plate
"Morgan and Riley are in the dining room. Morgan is serving. Riley is next to cookie, water bottle, clean plate, clean bowl, dirty bowl, snack bar. Morgan asks Riley to hand them the bowl.",Morgan and Riley,dining room,serving,"setting(dining_room).
task(serving).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, cookie).
object(obj2).
property(obj2, water).
property(obj2, bottle).
object(obj3).
property(obj3, clean).
property(obj3, plate).
object(obj4).
property(obj4, clean).
property(obj4, bowl).
object(obj5).
property(obj5, dirty).
property(obj5, bowl).
object(obj6).
property(obj6, snack).
property(obj6, bar).
referring_expression(the_bowl).",the bowl,object4,clean bowl
