prompt,name_pair,location,task,prolog,referring_expression,referent_object,referent_natural
"Alex and Bailey are in the living room. Alex is cleaning. Bailey is next to broom in use, flashlight, broom in use, broom, pair of scissors, bottle opener, broom in use. Alex asks Bailey to hand them the broom.",Alex and Bailey,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, in_use).
property(obj1, broom).
object(obj2).
property(obj2, flashlight).
object(obj3).
property(obj3, in_use).
property(obj3, broom).
object(obj4).
property(obj4, broom).
object(obj5).
property(obj5, pair_of_scissors).
object(obj6).
property(obj6, bottle_opener).
object(obj7).
property(obj7, in_use).
property(obj7, broom).
referring_expression(the_broom).",the broom,object4,broom
"Morgan and Riley are in the dining room. Morgan is cleaning. Riley is next to paper clip, document, bucket in use, stapler, bucket. Morgan asks Riley to hand them the bucket.",Morgan and Riley,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, paper_clip).
object(obj2).
property(obj2, document).
object(obj3).
property(obj3, in_use).
property(obj3, bucket).
object(obj4).
property(obj4, stapler).
object(obj5).
property(obj5, bucket).
referring_expression(the_bucket).",the bucket,object5,bucket
"Cameron and Charlie are in the garden. Cameron is cleaning. Charlie is next to screwdriver, spray bottle, spray bottle in use, hammer, wrench. Cameron asks Charlie to hand them the spray bottle.",Cameron and Charlie,garden,cleaning,"setting(garden).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, screwdriver).
object(obj2).
property(obj2, spray_bottle).
object(obj3).
property(obj3, in_use).
property(obj3, spray_bottle).
object(obj4).
property(obj4, hammer).
object(obj5).
property(obj5, wrench).
referring_expression(the_spray_bottle).",the spray bottle,object2,spray bottle
"Morgan and Riley are in the dining room. Morgan is cleaning. Riley is next to spray bottle, sandpaper, spray bottle in use, paintbrush, paint can, spray bottle in use. Morgan asks Riley to hand them the spray bottle.",Morgan and Riley,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, spray_bottle).
object(obj2).
property(obj2, sandpaper).
object(obj3).
property(obj3, in_use).
property(obj3, spray_bottle).
object(obj4).
property(obj4, paintbrush).
object(obj5).
property(obj5, paint_can).
object(obj6).
property(obj6, in_use).
property(obj6, spray_bottle).
referring_expression(the_spray_bottle).",the spray bottle,object1,spray bottle
"Jordan and Taylor are in the living room. Jordan is cleaning. Taylor is next to hammer, broom, broom in use, wrench, screwdriver. Jordan asks Taylor to hand them the broom.",Jordan and Taylor,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, hammer).
object(obj2).
property(obj2, broom).
object(obj3).
property(obj3, in_use).
property(obj3, broom).
object(obj4).
property(obj4, wrench).
object(obj5).
property(obj5, screwdriver).
referring_expression(the_broom).",the broom,object2,broom
"Jordan and Taylor are in the restaurant. Jordan is cleaning. Taylor is next to dustpan, broom, empty spray bottle, bucket, bucket in use. Jordan asks Taylor to hand them the bucket.",Jordan and Taylor,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, dustpan).
object(obj2).
property(obj2, broom).
object(obj3).
property(obj3, empty_spray_bottle).
object(obj4).
property(obj4, bucket).
object(obj5).
property(obj5, in_use).
property(obj5, bucket).
referring_expression(the_bucket).",the bucket,object4,bucket
"Cameron and Charlie are in the kitchen. Cameron is cleaning. Charlie is next to broom, calculator, pen, broom in use, notebook. Cameron asks Charlie to hand them the broom.",Cameron and Charlie,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, broom).
object(obj2).
property(obj2, calculator).
object(obj3).
property(obj3, pen).
object(obj4).
property(obj4, in_use).
property(obj4, broom).
object(obj5).
property(obj5, notebook).
referring_expression(the_broom).",the broom,object1,broom
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to screwdriver, mop in use, mop in use, wrench, hammer, mop, mop in use. Casey asks Skyler to hand them the mop.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, screwdriver).
object(obj2).
property(obj2, in_use).
property(obj2, mop).
object(obj3).
property(obj3, in_use).
property(obj3, mop).
object(obj4).
property(obj4, wrench).
object(obj5).
property(obj5, hammer).
object(obj6).
property(obj6, mop).
object(obj7).
property(obj7, in_use).
property(obj7, mop).
referring_expression(the_mop).",the mop,object6,mop
"Cameron and Charlie are in the dining room. Cameron is cleaning. Charlie is next to rag in use, hammer, rag, wrench, screwdriver. Cameron asks Charlie to hand them the rag.",Cameron and Charlie,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, in_use).
property(obj1, rag).
object(obj2).
property(obj2, hammer).
object(obj3).
property(obj3, rag).
object(obj4).
property(obj4, wrench).
object(obj5).
property(obj5, screwdriver).
referring_expression(the_rag).",the rag,object3,rag
"Alex and Bailey are in the banquet hall. Alex is cleaning. Bailey is next to whisk, rag in use, spatula, ladle, rag in use, rag in use, rag. Alex asks Bailey to hand them the rag.",Alex and Bailey,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, whisk).
object(obj2).
property(obj2, in_use).
property(obj2, rag).
object(obj3).
property(obj3, spatula).
object(obj4).
property(obj4, ladle).
object(obj5).
property(obj5, in_use).
property(obj5, rag).
object(obj6).
property(obj6, in_use).
property(obj6, rag).
object(obj7).
property(obj7, rag).
referring_expression(the_rag).",the rag,object7,rag
"Cameron and Charlie are in the banquet hall. Cameron is cleaning. Charlie is next to pen, calculator, spray bottle in use, spray bottle in use, spray bottle, notebook. Cameron asks Charlie to hand them the spray bottle.",Cameron and Charlie,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, pen).
object(obj2).
property(obj2, calculator).
object(obj3).
property(obj3, in_use).
property(obj3, spray_bottle).
object(obj4).
property(obj4, in_use).
property(obj4, spray_bottle).
object(obj5).
property(obj5, spray_bottle).
object(obj6).
property(obj6, notebook).
referring_expression(the_spray_bottle).",the spray bottle,object5,spray bottle
"Alex and Bailey are in the kitchen. Alex is cleaning. Bailey is next to empty spray bottle, bucket in use, bucket, dustpan, broom. Alex asks Bailey to hand them the bucket.",Alex and Bailey,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, empty_spray_bottle).
object(obj2).
property(obj2, in_use).
property(obj2, bucket).
object(obj3).
property(obj3, bucket).
object(obj4).
property(obj4, dustpan).
object(obj5).
property(obj5, broom).
referring_expression(the_bucket).",the bucket,object3,bucket
"Cameron and Charlie are in the garden. Cameron is cleaning. Charlie is next to rag in use, rag in use, rag in use, grater, rag, dirty pan, rolling pin. Cameron asks Charlie to hand them the rag.",Cameron and Charlie,garden,cleaning,"setting(garden).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, in_use).
property(obj1, rag).
object(obj2).
property(obj2, in_use).
property(obj2, rag).
object(obj3).
property(obj3, in_use).
property(obj3, rag).
object(obj4).
property(obj4, grater).
object(obj5).
property(obj5, rag).
object(obj6).
property(obj6, dirty_pan).
object(obj7).
property(obj7, rolling_pin).
referring_expression(the_rag).",the rag,object5,rag
"Jordan and Taylor are in the banquet hall. Jordan is cleaning. Taylor is next to paper clip, rag, stapler, document, rag in use. Jordan asks Taylor to hand them the rag.",Jordan and Taylor,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, paper_clip).
object(obj2).
property(obj2, rag).
object(obj3).
property(obj3, stapler).
object(obj4).
property(obj4, document).
object(obj5).
property(obj5, in_use).
property(obj5, rag).
referring_expression(the_rag).",the rag,object2,rag
"Jordan and Taylor are in the dining room. Jordan is cleaning. Taylor is next to paper clip, document, spray bottle in use, spray bottle, spray bottle in use, stapler. Jordan asks Taylor to hand them the spray bottle.",Jordan and Taylor,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, paper_clip).
object(obj2).
property(obj2, document).
object(obj3).
property(obj3, in_use).
property(obj3, spray_bottle).
object(obj4).
property(obj4, spray_bottle).
object(obj5).
property(obj5, in_use).
property(obj5, spray_bottle).
object(obj6).
property(obj6, stapler).
referring_expression(the_spray_bottle).",the spray bottle,object4,spray bottle
"Cameron and Charlie are in the garden. Cameron is cleaning. Charlie is next to spray bottle in use, spray bottle, remote control, spray bottle in use, magazine, throw pillow. Cameron asks Charlie to hand them the spray bottle.",Cameron and Charlie,garden,cleaning,"setting(garden).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, in_use).
property(obj1, spray_bottle).
object(obj2).
property(obj2, spray_bottle).
object(obj3).
property(obj3, remote_control).
object(obj4).
property(obj4, in_use).
property(obj4, spray_bottle).
object(obj5).
property(obj5, magazine).
object(obj6).
property(obj6, throw_pillow).
referring_expression(the_spray_bottle).",the spray bottle,object2,spray bottle
"Alex and Bailey are in the living room. Alex is cleaning. Bailey is next to hammer, mop, wrench, mop in use, mop in use, screwdriver. Alex asks Bailey to hand them the mop.",Alex and Bailey,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, hammer).
object(obj2).
property(obj2, mop).
object(obj3).
property(obj3, wrench).
object(obj4).
property(obj4, in_use).
property(obj4, mop).
object(obj5).
property(obj5, in_use).
property(obj5, mop).
object(obj6).
property(obj6, screwdriver).
referring_expression(the_mop).",the mop,object2,mop
"Casey and Skyler are in the restaurant. Casey is cleaning. Skyler is next to broom, mop, dustpan, mop in use, mop in use, empty spray bottle. Casey asks Skyler to hand them the mop.",Casey and Skyler,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, broom).
object(obj2).
property(obj2, mop).
object(obj3).
property(obj3, dustpan).
object(obj4).
property(obj4, in_use).
property(obj4, mop).
object(obj5).
property(obj5, in_use).
property(obj5, mop).
object(obj6).
property(obj6, empty_spray_bottle).
referring_expression(the_mop).",the mop,object2,mop
"Casey and Skyler are in the kitchen. Casey is cleaning. Skyler is next to paintbrush, bucket, bucket in use, sandpaper, paint can. Casey asks Skyler to hand them the bucket.",Casey and Skyler,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, paintbrush).
object(obj2).
property(obj2, bucket).
object(obj3).
property(obj3, in_use).
property(obj3, bucket).
object(obj4).
property(obj4, sandpaper).
object(obj5).
property(obj5, paint_can).
referring_expression(the_bucket).",the bucket,object2,bucket
"Alex and Bailey are in the banquet hall. Alex is cleaning. Bailey is next to spray bottle, dirty pan, grater, spray bottle in use, rolling pin, spray bottle in use. Alex asks Bailey to hand them the spray bottle.",Alex and Bailey,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, spray_bottle).
object(obj2).
property(obj2, dirty_pan).
object(obj3).
property(obj3, grater).
object(obj4).
property(obj4, in_use).
property(obj4, spray_bottle).
object(obj5).
property(obj5, rolling_pin).
object(obj6).
property(obj6, in_use).
property(obj6, spray_bottle).
referring_expression(the_spray_bottle).",the spray bottle,object1,spray bottle
"Morgan and Riley are in the restaurant. Morgan is cleaning. Riley is next to mop, rolling pin, mop in use, mop in use, grater, dirty pan. Morgan asks Riley to hand them the mop.",Morgan and Riley,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, mop).
object(obj2).
property(obj2, rolling_pin).
object(obj3).
property(obj3, in_use).
property(obj3, mop).
object(obj4).
property(obj4, in_use).
property(obj4, mop).
object(obj5).
property(obj5, grater).
object(obj6).
property(obj6, dirty_pan).
referring_expression(the_mop).",the mop,object1,mop
"Cameron and Charlie are in the kitchen. Cameron is cleaning. Charlie is next to rag in use, wrench, rag, hammer, screwdriver, rag in use. Cameron asks Charlie to hand them the rag.",Cameron and Charlie,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, in_use).
property(obj1, rag).
object(obj2).
property(obj2, wrench).
object(obj3).
property(obj3, rag).
object(obj4).
property(obj4, hammer).
object(obj5).
property(obj5, screwdriver).
object(obj6).
property(obj6, in_use).
property(obj6, rag).
referring_expression(the_rag).",the rag,object3,rag
"Cameron and Charlie are in the dining room. Cameron is cleaning. Charlie is next to water bottle, bucket, snack bar, bucket in use, cookie, bucket in use. Cameron asks Charlie to hand them the bucket.",Cameron and Charlie,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, water_bottle).
object(obj2).
property(obj2, bucket).
object(obj3).
property(obj3, snack_bar).
object(obj4).
property(obj4, in_use).
property(obj4, bucket).
object(obj5).
property(obj5, cookie).
object(obj6).
property(obj6, in_use).
property(obj6, bucket).
referring_expression(the_bucket).",the bucket,object2,bucket
"Casey and Skyler are in the kitchen. Casey is cleaning. Skyler is next to broom, ladle, whisk, spatula, broom in use. Casey asks Skyler to hand them the broom.",Casey and Skyler,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, broom).
object(obj2).
property(obj2, ladle).
object(obj3).
property(obj3, whisk).
object(obj4).
property(obj4, spatula).
object(obj5).
property(obj5, in_use).
property(obj5, broom).
referring_expression(the_broom).",the broom,object1,broom
"Jordan and Taylor are in the living room. Jordan is cleaning. Taylor is next to screwdriver, wrench, mop, mop in use, hammer. Jordan asks Taylor to hand them the mop.",Jordan and Taylor,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, screwdriver).
object(obj2).
property(obj2, wrench).
object(obj3).
property(obj3, mop).
object(obj4).
property(obj4, in_use).
property(obj4, mop).
object(obj5).
property(obj5, hammer).
referring_expression(the_mop).",the mop,object3,mop
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to calculator, rag in use, rag, notebook, pen. Casey asks Skyler to hand them the rag.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, calculator).
object(obj2).
property(obj2, in_use).
property(obj2, rag).
object(obj3).
property(obj3, rag).
object(obj4).
property(obj4, notebook).
object(obj5).
property(obj5, pen).
referring_expression(the_rag).",the rag,object3,rag
"Casey and Skyler are in the living room. Casey is cleaning. Skyler is next to rag in use, stapler, paper clip, document, rag, rag in use. Casey asks Skyler to hand them the rag.",Casey and Skyler,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, in_use).
property(obj1, rag).
object(obj2).
property(obj2, stapler).
object(obj3).
property(obj3, paper_clip).
object(obj4).
property(obj4, document).
object(obj5).
property(obj5, rag).
object(obj6).
property(obj6, in_use).
property(obj6, rag).
referring_expression(the_rag).",the rag,object5,rag
"Casey and Skyler are in the restaurant. Casey is cleaning. Skyler is next to screwdriver, spray bottle, hammer, spray bottle in use, wrench, spray bottle in use. Casey asks Skyler to hand them the spray bottle.",Casey and Skyler,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, screwdriver).
object(obj2).
property(obj2, spray_bottle).
object(obj3).
property(obj3, hammer).
object(obj4).
property(obj4, in_use).
property(obj4, spray_bottle).
object(obj5).
property(obj5, wrench).
object(obj6).
property(obj6, in_use).
property(obj6, spray_bottle).
referring_expression(the_spray_bottle).",the spray bottle,object2,spray bottle
"Morgan and Riley are in the kitchen. Morgan is cleaning. Riley is next to paint can, spray bottle in use, paintbrush, spray bottle, sandpaper. Morgan asks Riley to hand them the spray bottle.",Morgan and Riley,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, paint_can).
object(obj2).
property(obj2, in_use).
property(obj2, spray_bottle).
object(obj3).
property(obj3, paintbrush).
object(obj4).
property(obj4, spray_bottle).
object(obj5).
property(obj5, sandpaper).
referring_expression(the_spray_bottle).",the spray bottle,object4,spray bottle
"Cameron and Charlie are in the restaurant. Cameron is cleaning. Charlie is next to paint can, mop in use, mop, paintbrush, sandpaper. Cameron asks Charlie to hand them the mop.",Cameron and Charlie,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, paint_can).
object(obj2).
property(obj2, in_use).
property(obj2, mop).
object(obj3).
property(obj3, mop).
object(obj4).
property(obj4, paintbrush).
object(obj5).
property(obj5, sandpaper).
referring_expression(the_mop).",the mop,object3,mop
"Casey and Skyler are in the living room. Casey is cleaning. Skyler is next to document, mop, stapler, mop in use, mop in use, mop in use, paper clip. Casey asks Skyler to hand them the mop.",Casey and Skyler,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, document).
object(obj2).
property(obj2, mop).
object(obj3).
property(obj3, stapler).
object(obj4).
property(obj4, in_use).
property(obj4, mop).
object(obj5).
property(obj5, in_use).
property(obj5, mop).
object(obj6).
property(obj6, in_use).
property(obj6, mop).
object(obj7).
property(obj7, paper_clip).
referring_expression(the_mop).",the mop,object2,mop
"Cameron and Charlie are in the dining room. Cameron is cleaning. Charlie is next to bucket, bucket in use, document, paper clip, bucket in use, stapler. Cameron asks Charlie to hand them the bucket.",Cameron and Charlie,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, bucket).
object(obj2).
property(obj2, in_use).
property(obj2, bucket).
object(obj3).
property(obj3, document).
object(obj4).
property(obj4, paper_clip).
object(obj5).
property(obj5, in_use).
property(obj5, bucket).
object(obj6).
property(obj6, stapler).
referring_expression(the_bucket).",the bucket,object1,bucket
"Morgan and Riley are in the banquet hall. Morgan is cleaning. Riley is next to throw pillow, broom, broom in use, magazine, remote control. Morgan asks Riley to hand them the broom.",Morgan and Riley,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, throw_pillow).
object(obj2).
property(obj2, broom).
object(obj3).
property(obj3, in_use).
property(obj3, broom).
object(obj4).
property(obj4, magazine).
object(obj5).
property(obj5, remote_control).
referring_expression(the_broom).",the broom,object2,broom
"Cameron and Charlie are in the dining room. Cameron is cleaning. Charlie is next to bread, broom in use, broom, banana, apple, broom in use. Cameron asks Charlie to hand them the broom.",Cameron and Charlie,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, bread).
object(obj2).
property(obj2, in_use).
property(obj2, broom).
object(obj3).
property(obj3, broom).
object(obj4).
property(obj4, banana).
object(obj5).
property(obj5, apple).
object(obj6).
property(obj6, in_use).
property(obj6, broom).
referring_expression(the_broom).",the broom,object3,broom
"Jordan and Taylor are in the garden. Jordan is cleaning. Taylor is next to spray bottle in use, spray bottle, banana, bread, apple. Jordan asks Taylor to hand them the spray bottle.",Jordan and Taylor,garden,cleaning,"setting(garden).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, in_use).
property(obj1, spray_bottle).
object(obj2).
property(obj2, spray_bottle).
object(obj3).
property(obj3, banana).
object(obj4).
property(obj4, bread).
object(obj5).
property(obj5, apple).
referring_expression(the_spray_bottle).",the spray bottle,object2,spray bottle
"Jordan and Taylor are in the kitchen. Jordan is cleaning. Taylor is next to rolling pin, mop, mop in use, grater, dirty pan. Jordan asks Taylor to hand them the mop.",Jordan and Taylor,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, rolling_pin).
object(obj2).
property(obj2, mop).
object(obj3).
property(obj3, in_use).
property(obj3, mop).
object(obj4).
property(obj4, grater).
object(obj5).
property(obj5, dirty_pan).
referring_expression(the_mop).",the mop,object2,mop
"Jordan and Taylor are in the restaurant. Jordan is cleaning. Taylor is next to broom, empty spray bottle, rag in use, rag, dustpan. Jordan asks Taylor to hand them the rag.",Jordan and Taylor,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, broom).
object(obj2).
property(obj2, empty_spray_bottle).
object(obj3).
property(obj3, in_use).
property(obj3, rag).
object(obj4).
property(obj4, rag).
object(obj5).
property(obj5, dustpan).
referring_expression(the_rag).",the rag,object4,rag
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to mop in use, mop in use, document, mop, stapler, paper clip. Casey asks Skyler to hand them the mop.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, in_use).
property(obj1, mop).
object(obj2).
property(obj2, in_use).
property(obj2, mop).
object(obj3).
property(obj3, document).
object(obj4).
property(obj4, mop).
object(obj5).
property(obj5, stapler).
object(obj6).
property(obj6, paper_clip).
referring_expression(the_mop).",the mop,object4,mop
"Morgan and Riley are in the living room. Morgan is cleaning. Riley is next to mop, stapler, paper clip, mop in use, document. Morgan asks Riley to hand them the mop.",Morgan and Riley,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, mop).
object(obj2).
property(obj2, stapler).
object(obj3).
property(obj3, paper_clip).
object(obj4).
property(obj4, in_use).
property(obj4, mop).
object(obj5).
property(obj5, document).
referring_expression(the_mop).",the mop,object1,mop
"Morgan and Riley are in the garden. Morgan is cleaning. Riley is next to lamp, rag in use, rag in use, plant, book, rag in use, rag. Morgan asks Riley to hand them the rag.",Morgan and Riley,garden,cleaning,"setting(garden).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, lamp).
object(obj2).
property(obj2, in_use).
property(obj2, rag).
object(obj3).
property(obj3, in_use).
property(obj3, rag).
object(obj4).
property(obj4, plant).
object(obj5).
property(obj5, book).
object(obj6).
property(obj6, in_use).
property(obj6, rag).
object(obj7).
property(obj7, rag).
referring_expression(the_rag).",the rag,object7,rag
"Cameron and Charlie are in the living room. Cameron is cleaning. Charlie is next to paintbrush, paint can, mop, mop in use, sandpaper. Cameron asks Charlie to hand them the mop.",Cameron and Charlie,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, paintbrush).
object(obj2).
property(obj2, paint_can).
object(obj3).
property(obj3, mop).
object(obj4).
property(obj4, in_use).
property(obj4, mop).
object(obj5).
property(obj5, sandpaper).
referring_expression(the_mop).",the mop,object3,mop
"Morgan and Riley are in the dining room. Morgan is cleaning. Riley is next to dustpan, empty spray bottle, rag in use, rag, rag in use, broom. Morgan asks Riley to hand them the rag.",Morgan and Riley,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, dustpan).
object(obj2).
property(obj2, empty_spray_bottle).
object(obj3).
property(obj3, in_use).
property(obj3, rag).
object(obj4).
property(obj4, rag).
object(obj5).
property(obj5, in_use).
property(obj5, rag).
object(obj6).
property(obj6, broom).
referring_expression(the_rag).",the rag,object4,rag
"Casey and Skyler are in the dining room. Casey is cleaning. Skyler is next to flashlight, broom, broom in use, broom in use, broom in use, bottle opener, pair of scissors. Casey asks Skyler to hand them the broom.",Casey and Skyler,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, flashlight).
object(obj2).
property(obj2, broom).
object(obj3).
property(obj3, in_use).
property(obj3, broom).
object(obj4).
property(obj4, in_use).
property(obj4, broom).
object(obj5).
property(obj5, in_use).
property(obj5, broom).
object(obj6).
property(obj6, bottle_opener).
object(obj7).
property(obj7, pair_of_scissors).
referring_expression(the_broom).",the broom,object2,broom
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to spray bottle, hammer, spray bottle in use, screwdriver, wrench, spray bottle in use. Casey asks Skyler to hand them the spray bottle.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, spray_bottle).
object(obj2).
property(obj2, hammer).
object(obj3).
property(obj3, in_use).
property(obj3, spray_bottle).
object(obj4).
property(obj4, screwdriver).
object(obj5).
property(obj5, wrench).
object(obj6).
property(obj6, in_use).
property(obj6, spray_bottle).
referring_expression(the_spray_bottle).",the spray bottle,object1,spray bottle
"Alex and Bailey are in the kitchen. Alex is cleaning. Bailey is next to sandpaper, rag, rag in use, paintbrush, paint can, rag in use. Alex asks Bailey to hand them the rag.",Alex and Bailey,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, sandpaper).
object(obj2).
property(obj2, rag).
object(obj3).
property(obj3, in_use).
property(obj3, rag).
object(obj4).
property(obj4, paintbrush).
object(obj5).
property(obj5, paint_can).
object(obj6).
property(obj6, in_use).
property(obj6, rag).
referring_expression(the_rag).",the rag,object2,rag
"Jordan and Taylor are in the banquet hall. Jordan is cleaning. Taylor is next to rag in use, bread, rag, apple, banana, rag in use. Jordan asks Taylor to hand them the rag.",Jordan and Taylor,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, in_use).
property(obj1, rag).
object(obj2).
property(obj2, bread).
object(obj3).
property(obj3, rag).
object(obj4).
property(obj4, apple).
object(obj5).
property(obj5, banana).
object(obj6).
property(obj6, in_use).
property(obj6, rag).
referring_expression(the_rag).",the rag,object3,rag
"Cameron and Charlie are in the dining room. Cameron is cleaning. Charlie is next to broom, broom in use, magazine, throw pillow, remote control, broom in use. Cameron asks Charlie to hand them the broom.",Cameron and Charlie,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, broom).
object(obj2).
property(obj2, in_use).
property(obj2, broom).
object(obj3).
property(obj3, magazine).
object(obj4).
property(obj4, throw_pillow).
object(obj5).
property(obj5, remote_control).
object(obj6).
property(obj6, in_use).
property(obj6, broom).
referring_expression(the_broom).",the broom,object1,broom
"Cameron and Charlie are in the kitchen. Cameron is cleaning. Charlie is next to hammer, screwdriver, wrench, broom in use, broom in use, broom. Cameron asks Charlie to hand them the broom.",Cameron and Charlie,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, hammer).
object(obj2).
property(obj2, screwdriver).
object(obj3).
property(obj3, wrench).
object(obj4).
property(obj4, in_use).
property(obj4, broom).
object(obj5).
property(obj5, in_use).
property(obj5, broom).
object(obj6).
property(obj6, broom).
referring_expression(the_broom).",the broom,object6,broom
